loan_id,product,state,development_type,industry,unit_count,tdc,grv,land_value,as_is_value,as_if_complete_value,facility_limit,ltc,lvr_as_if_complete,drawn_balance,capitalised_interest,ead,completion_pct,completion_stage,presale_coverage,presale_value,cost_to_complete,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,grv_decline,fund_to_complete,workout_months,realised_lgd,industry_risk_score,industry_risk_level,discount_rate_proxy_used,discount_rate_source,grv_driver,completion_pct_driver,cost_to_complete_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band,slotting_score,slotting_category,slotting_rw
34,Development,VIC,Commercial Office,Professional Services,1,49872459.33,61475402.05,22044637.01,22184485.42,61475402.05,35454800.16,0.7109,0.5767,17053219.31,1174491.45,18227710.76,0.0075,Early Construction,0.462,28403093.69,49434481.7,2018-01-05,Builder Insolvency,0.1039,0.0706,0.1039,0.6,1,20,0.930131,2.18,Medium,0.1039,max_contract_vs_cost_of_funds,61475402.05,0.0075,49434481.7,0.0036000000000000034,0.9337310000000001,0.9337310000000001,1.6541666666666668,0.976,1.6144666666666667,1.6144666666666667,macro_plus_industry,v1.0,baseline,1.5074775751333336,0.048720000000000006,1.5561975751333337,0.05,1.0,0.95,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Commercial Office,Low,6.0,Satisfactory,1.15
35,Development,WA,Residential Apartments,Construction,94,69151666.76,109711403.74,18841627.14,45630376.02,109711403.74,43645958.39,0.6312,0.3978,32237075.71,1984405.31,34221481.02,0.5271,Mid-Construction,0.5557,60967014.59,30049484.43,2022-06-24,90 DPD,0.0799,0.0834,0.0834,0.5841,1,17,0.0,2.68,Medium,0.0834,max_contract_vs_cost_of_funds,109711403.74,0.5271,30049484.43,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6957655,1.0135,1.7186583342500001,1.7186583342500001,macro_plus_industry,v1.0,baseline,0.023373753345800007,0.05072,0.07409375334580001,0.086684,0.07409375334580001,0.06767101043077269,True,development_stage_presale_lvr_proxy,0.07409375334580001,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
36,Development,NT,Commercial Office,Professional Services,2,15336386.25,22323288.9,5596654.43,20255011.58,22323288.9,11239158.34,0.7328,0.5035,10470490.3,408226.1,10878716.4,1.0,Complete Unsold,0.5175,11552691.81,0.0,2020-11-18,Pre-sale Shortfall,0.0783,0.0719,0.0783,0.0927,0,14,0.0,2.18,Medium,0.0783,max_contract_vs_cost_of_funds,22323288.9,1.0,0.0,0.0036000000000000034,0.0036000000000000034,0.0036000000000000034,1.238934,0.9760000000000001,1.209199584,1.209199584,macro_plus_industry,v1.0,baseline,0.004353118502400004,0.048720000000000006,0.05307311850240001,0.1021,0.05307311850240001,0.04765435310330497,True,development_stage_presale_lvr_proxy,0.05307311850240001,development,Unknown,Complete Unsold,NotApplicable,Commercial Office,Low,9.0,Strong,0.7
37,Development,WA,Residential Houses/Lots,Construction,44,19817673.88,27250033.01,6523108.9,23672473.76,27250033.01,14702629.62,0.7419,0.5395,13617755.24,990090.14,14607845.37,0.7698,Near-Complete,0.901,24551314.4,4916565.17,2022-07-15,Builder Insolvency,0.0998,0.0762,0.0998,0.1313,1,18,0.0,2.68,Medium,0.0998,max_contract_vs_cost_of_funds,27250033.01,0.7698,4916565.17,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2996121772303577,1.0135,1.3171569416229676,1.3171569416229676,macro_plus_industry,v1.0,baseline,0.017913334406072363,0.05072,0.06863333440607236,0.18812,0.06863333440607236,0.055722031537602024,True,development_stage_presale_lvr_proxy,0.06863333440607236,development,Unknown,Near-Complete,NotApplicable,Residential Houses/Lots,Medium,11.0,Strong,0.7
38,Development,VIC,Mixed-Use,Construction,62,41344392.54,50216135.83,17580280.87,41293337.22,50216135.83,29253531.0,0.7076,0.5826,27660378.72,1896865.98,29557244.7,0.9224,Near-Complete,0.544,27316116.22,2973946.88,2020-08-30,Cost Overrun,0.0952,0.0755,0.0952,0.1777,1,14,0.0,2.68,Medium,0.0952,max_contract_vs_cost_of_funds,50216135.83,0.9224,2973946.88,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2504514973357437,1.0135,1.2673325925497763,1.2673325925497763,macro_plus_industry,v1.0,baseline,0.01723572325867696,0.05072,0.06795572325867696,0.14528000000000002,0.06795572325867696,0.05808311578365637,True,development_stage_presale_lvr_proxy,0.06795572325867696,development,Unknown,Near-Complete,NotApplicable,Mixed-Use,Medium,8.0,Good,0.9
39,Development,VIC,Residential Houses/Lots,Construction,20,12670061.77,18474959.79,4784264.43,8252967.48,18474959.79,9436887.62,0.7448,0.5108,6521107.22,245205.34,6766312.56,0.387,Mid-Construction,0.869,16055218.78,7659924.94,2021-07-27,Interest Reserve Exhausted,0.0907,0.0647,0.0907,0.5533,0,14,0.269724,2.68,Medium,0.0907,max_contract_vs_cost_of_funds,18474959.79,0.387,7659924.94,0.013600000000000003,0.283324,0.283324,1.6817515,1.0135,1.70445514525,1.70445514525,macro_plus_industry,v1.0,baseline,0.48291304957281106,0.05072,0.5336330495728111,0.12428,0.5336330495728111,0.4673131341719022,True,development_stage_presale_lvr_proxy,0.5336330495728111,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,9.0,Strong,0.7
40,Development,NSW,Residential Apartments,Construction,84,36626140.36,54913673.81,11860704.41,15135563.12,54913673.81,24336234.7,0.6644,0.4432,10018189.95,335075.73,10353265.69,0.173,Early Construction,0.241,13235133.75,32854896.45,2018-06-15,Interest Reserve Exhausted,0.0851,0.0816,0.0851,0.6,0,9,0.201311,2.68,Medium,0.0851,max_contract_vs_cost_of_funds,54913673.81,0.173,32854896.45,0.013600000000000003,0.214911,0.214911,1.6375000000000002,1.0135,1.6596062500000004,1.6596062500000004,macro_plus_industry,v1.0,baseline,0.3566676387937501,0.05072,0.40738763879375006,0.05,0.40738763879375006,0.38701825685406255,True,development_stage_presale_lvr_proxy,0.40738763879375006,development,Unknown,Early Construction,NotApplicable,Residential Apartments,Medium,5.0,Satisfactory,1.15
41,Development,QLD,Residential Houses/Lots,Construction,31,37944384.8,53603750.7,11622902.63,14243018.14,53603750.7,27313980.75,0.7198,0.5096,14763346.13,640153.1,15403499.24,0.1252,Early Construction,0.5204,27893097.16,30782368.03,2019-03-02,90 DPD,0.0833,0.0727,0.0833,0.6,0,15,0.552648,2.68,Medium,0.0833,max_contract_vs_cost_of_funds,53603750.7,0.1252,30782368.03,0.013600000000000003,0.5662480000000001,0.5662480000000001,1.6375000000000002,1.0135,1.6596062500000004,1.6596062500000004,macro_plus_industry,v1.0,baseline,0.9397487198500004,0.05072,0.9904687198500004,0.052448,0.9904687198500004,0.9385206164313076,True,development_stage_presale_lvr_proxy,0.9904687198500004,development,Unknown,Early Construction,NotApplicable,Residential Houses/Lots,Medium,6.0,Satisfactory,1.15
42,Development,NSW,Residential Houses/Lots,Construction,57,41806440.88,62074702.57,11065159.82,56397837.16,62074702.57,23663006.2,0.566,0.3812,22997073.25,931726.07,23928799.33,0.97,Complete Unsold,0.6492,40297356.17,1410453.84,2018-06-04,Builder Insolvency,0.1012,0.0568,0.1012,0.0915,0,13,0.0,2.68,Medium,0.1012,max_contract_vs_cost_of_funds,62074702.57,0.97,1410453.84,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.256113133456241,1.0135,1.2730706607579003,1.2730706607579003,macro_plus_industry,v1.0,baseline,0.017313760986307446,0.05072,0.06803376098630745,0.11790400000000001,0.06803376098630745,0.06001230843097786,True,development_stage_presale_lvr_proxy,0.06803376098630745,development,Unknown,Complete Unsold,NotApplicable,Residential Houses/Lots,Medium,9.0,Strong,0.7
43,Development,SA,Commercial Office,Professional Services,5,10522473.54,13032053.21,3954477.79,11716353.3,13032053.21,6953587.86,0.6608,0.5336,6148963.32,435686.86,6584650.18,0.7699,Near-Complete,0.8165,10640250.73,2182146.29,2024-05-08,Pre-sale Shortfall,0.0795,0.0573,0.0795,0.101,1,20,0.0,2.18,Medium,0.0795,max_contract_vs_cost_of_funds,13032053.21,0.7699,2182146.29,0.0036000000000000034,0.0036000000000000034,0.0036000000000000034,1.3012630373191343,0.976,1.270032724423475,1.270032724423475,macro_plus_industry,v1.0,baseline,0.004572117807924514,0.048720000000000006,0.05329211780792452,0.17798000000000003,0.05329211780792452,0.04380718668047011,True,development_stage_presale_lvr_proxy,0.05329211780792452,development,Unknown,Near-Complete,NotApplicable,Commercial Office,Low,12.0,Strong,0.7
44,Development,QLD,Residential Apartments,Construction,47,14951303.74,18410629.07,5748207.13,10120907.73,18410629.07,11701703.11,0.7827,0.6356,8315325.57,560742.32,8876067.89,0.4691,Mid-Construction,0.6051,11140015.61,7640779.39,2020-07-22,Pre-sale Shortfall,0.0807,0.0581,0.0807,0.4503,1,23,0.291605,2.68,Medium,0.0807,max_contract_vs_cost_of_funds,18410629.07,0.4691,7640779.39,0.013600000000000003,0.305205,0.305205,1.6782198333333336,1.0135,1.7008758010833336,1.7008758010833336,macro_plus_industry,v1.0,baseline,0.5191157988696389,0.05072,0.5698357988696389,0.092612,0.5698357988696389,0.5170621658647239,True,development_stage_presale_lvr_proxy,0.5698357988696389,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
45,Development,WA,Residential Apartments,Construction,17,25767354.68,38002806.46,8705468.01,19377634.08,38002806.46,15804173.84,0.6133,0.4159,12105036.04,645719.9,12750755.94,0.5037,Mid-Construction,0.8818,33509648.41,12513914.31,2022-12-29,Cost Overrun,0.0939,0.0741,0.0939,0.4901,1,19,0.0,2.68,Medium,0.0939,max_contract_vs_cost_of_funds,38002806.46,0.5037,12513914.31,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6616621666666667,1.0135,1.6840946059166668,1.6840946059166668,macro_plus_industry,v1.0,baseline,0.022903686640466672,0.05072,0.07362368664046667,0.125816,0.07362368664046667,0.06436064888210971,True,development_stage_presale_lvr_proxy,0.07362368664046667,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,9.0,Strong,0.7
46,Development,QLD,Residential Apartments,Construction,78,69289804.25,87162761.26,23453009.92,43008894.78,87162761.26,51865903.78,0.7485,0.595,36760663.55,2481920.18,39242583.73,0.5021,Mid-Construction,0.661,57615951.54,31929750.97,2023-04-05,Pre-sale Shortfall,0.0937,0.0661,0.0937,0.5066,0,10,0.31027,2.68,Medium,0.0937,max_contract_vs_cost_of_funds,87162761.26,0.5021,31929750.97,0.013600000000000003,0.32387,0.32387,1.6605030000000003,1.0135,1.6829197905000004,1.6829197905000004,macro_plus_industry,v1.0,baseline,0.5450472325492351,0.05072,0.5957672325492351,0.09932,0.5957672325492351,0.5365956310124451,True,development_stage_presale_lvr_proxy,0.5957672325492351,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
47,Development,QLD,Commercial Office,Professional Services,1,26812897.83,35660216.88,7189396.16,15527723.81,35660216.88,17337372.86,0.6466,0.4862,10402931.68,699414.93,11102346.61,0.4103,Mid-Construction,0.8811,31419236.44,16840037.8,2019-05-26,90 DPD,0.0759,0.0582,0.0759,0.5646,1,22,0.0,2.18,Medium,0.0759,max_contract_vs_cost_of_funds,35660216.88,0.4103,16840037.8,0.0036000000000000034,0.0036000000000000034,0.0036000000000000034,1.7215596666666668,0.976,1.6802422346666668,1.6802422346666668,macro_plus_industry,v1.0,baseline,0.006048872044800006,0.048720000000000006,0.054768872044800014,0.125732,0.054768872044800014,0.04788267222486322,True,development_stage_presale_lvr_proxy,0.054768872044800014,development,Unknown,Mid-Construction,NotApplicable,Commercial Office,Low,10.0,Strong,0.7
48,Development,SA,Residential Apartments,Construction,97,43562750.98,66094732.72,12987038.43,27933775.9,66094732.72,26882212.83,0.6171,0.4067,19305503.58,1105860.32,20411363.9,0.3709,Mid-Construction,0.7189,47513007.83,27690581.26,2022-02-23,90 DPD,0.0927,0.0818,0.0927,0.5774,1,24,0.128987,2.68,Medium,0.0927,max_contract_vs_cost_of_funds,66094732.72,0.3709,27690581.26,0.013600000000000003,0.142587,0.142587,1.7447170000000003,1.0135,1.7682706795000005,1.7682706795000005,macro_plus_industry,v1.0,baseline,0.25213241137786657,0.05072,0.30285241137786656,0.106268,0.30285241137786656,0.27066889132556343,True,development_stage_presale_lvr_proxy,0.30285241137786656,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
49,Development,SA,Mixed-Use,Construction,68,12626446.4,18273590.63,4300018.86,11199339.2,18273590.63,7768194.75,0.6152,0.4251,5830845.23,372387.54,6203232.77,0.6787,Mid-Construction,0.4336,7923296.33,3931056.21,2021-03-29,Builder Insolvency,0.0922,0.0713,0.0922,0.3871,0,14,0.0,2.68,Medium,0.0922,max_contract_vs_cost_of_funds,18273590.63,0.6787,3931056.21,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6061305000000003,1.0135,1.6278132617500005,1.6278132617500005,macro_plus_industry,v1.0,baseline,0.022138260359800013,0.05072,0.07285826035980002,0.08,0.07285826035980002,0.06702959953101602,True,development_stage_presale_lvr_proxy,0.07285826035980002,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,7.0,Good,0.9
50,Development,NSW,Residential Houses/Lots,Construction,57,15492539.85,23779916.59,6138982.1,12227186.52,23779916.59,10174670.51,0.6567,0.4279,6331828.25,312688.55,6644516.79,0.6718,Mid-Construction,0.881,20950874.71,5407829.92,2019-08-12,90 DPD,0.084,0.0605,0.084,0.4858,0,10,0.0,2.68,Medium,0.084,max_contract_vs_cost_of_funds,23779916.59,0.6718,5407829.92,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6510390000000001,1.0135,1.6733280265000003,1.6733280265000003,macro_plus_industry,v1.0,baseline,0.02275726116040001,0.05072,0.07347726116040001,0.12572,0.07347726116040001,0.06423969988731452,True,development_stage_presale_lvr_proxy,0.07347726116040001,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,9.0,Strong,0.7
51,Development,VIC,Commercial Office,Professional Services,3,41760185.22,53227666.62,14306251.3,16818795.41,53227666.62,31496658.04,0.7542,0.5917,17433916.2,689116.96,18123033.16,0.1365,Early Construction,0.4976,26486675.93,34632981.05,2021-08-19,Builder Insolvency,0.096,0.0766,0.096,0.6,0,14,0.60654,2.18,Medium,0.096,max_contract_vs_cost_of_funds,53227666.62,0.1365,34632981.05,0.0036000000000000034,0.61014,0.61014,1.6375000000000002,0.976,1.5982,1.5982,macro_plus_industry,v1.0,baseline,0.9751257480000001,0.048720000000000006,1.023845748,0.05,1.0,0.95,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Commercial Office,Low,6.0,Satisfactory,1.15
52,Development,VIC,Residential Houses/Lots,Construction,40,23863880.86,28244119.8,9793190.9,15361453.34,28244119.8,15991897.76,0.6701,0.5662,11254216.23,404720.41,11658936.63,0.4638,Mid-Construction,0.7973,22517982.46,14190402.67,2022-05-15,Cost Overrun,0.0855,0.0667,0.0855,0.4561,0,17,0.240095,2.68,Medium,0.0855,max_contract_vs_cost_of_funds,28244119.8,0.4638,14190402.67,0.013600000000000003,0.253695,0.253695,1.6375255000000002,1.0135,1.6596320942500002,1.6596320942500002,macro_plus_industry,v1.0,baseline,0.4210403641507538,0.05072,0.4717603641507538,0.115676,0.4717603641507538,0.4171890122672512,True,development_stage_presale_lvr_proxy,0.4717603641507538,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,7.0,Good,0.9
53,Development,NSW,Residential Houses/Lots,Construction,39,65713509.97,98108180.14,20431606.41,84063931.01,98108180.14,51886137.58,0.7896,0.5289,45895192.51,2329491.08,48224683.59,0.7746,Near-Complete,0.5291,51904291.77,14338700.05,2024-01-27,Builder Insolvency,0.1012,0.0755,0.1012,0.1432,1,17,0.0,2.68,Medium,0.1012,max_contract_vs_cost_of_funds,98108180.14,0.7746,14338700.05,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2931207021660298,1.0135,1.3105778316452712,1.3105778316452712,macro_plus_industry,v1.0,baseline,0.01782385851037569,0.05072,0.0685438585103757,0.143492,0.0685438585103757,0.05870836316500487,True,development_stage_presale_lvr_proxy,0.0685438585103757,development,Unknown,Near-Complete,NotApplicable,Residential Houses/Lots,Medium,9.0,Strong,0.7
54,Development,NSW,Industrial,Manufacturing,2,38265298.94,47256030.22,16615319.86,27562201.66,47256030.22,26768366.76,0.6995,0.5665,21042007.75,1535424.57,22577432.32,0.51,Mid-Construction,0.8348,39451113.18,18826005.14,2020-09-05,Pre-sale Shortfall,0.0892,0.0567,0.0892,0.4167,1,22,0.081426,3.5,Elevated,0.0892,max_contract_vs_cost_of_funds,47256030.22,0.51,18826005.14,0.03,0.111426,0.111426,1.6542651666666668,1.075,1.7783350541666667,1.7783350541666667,macro_plus_industry,v1.0,baseline,0.198152761745575,0.054000000000000006,0.252152761745575,0.120176,0.252152761745575,0.22185005145003875,True,development_stage_presale_lvr_proxy,0.252152761745575,development,Unknown,Mid-Construction,NotApplicable,Industrial,Elevated,7.0,Good,0.9
55,Development,NT,Residential Apartments,Construction,101,52352303.97,82459353.94,15636500.62,33764116.52,82459353.94,38967079.19,0.7443,0.4726,26173784.09,876611.55,27050395.63,0.5077,Mid-Construction,0.8794,72512681.88,29195827.62,2021-08-28,90 DPD,0.0872,0.0758,0.0872,0.5905,1,18,0.0,2.68,Medium,0.0872,max_contract_vs_cost_of_funds,82459353.94,0.5077,29195827.62,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6986775,1.0135,1.7216096462500001,1.7216096462500001,macro_plus_industry,v1.0,baseline,0.023413891189000006,0.05072,0.074133891189,0.125528,0.074133891189,0.06482801209582721,True,development_stage_presale_lvr_proxy,0.074133891189,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,9.0,Strong,0.7
56,Development,NSW,Mixed-Use,Construction,69,53716902.39,67561589.67,17744517.45,36807862.26,67561589.67,34520558.81,0.6426,0.5109,24494405.97,1530934.68,26025340.65,0.4827,Mid-Construction,0.5911,39932496.94,26190554.37,2020-12-29,Builder Insolvency,0.1042,0.0676,0.1042,0.4552,1,19,0.14107,2.68,Medium,0.1042,max_contract_vs_cost_of_funds,67561589.67,0.4827,26190554.37,0.013600000000000003,0.15467,0.15467,1.6457826666666666,1.0135,1.6680007326666668,1.6680007326666668,macro_plus_industry,v1.0,baseline,0.25798967332155337,0.05072,0.30870967332155336,0.090932,0.30870967332155336,0.28063808530707784,True,development_stage_presale_lvr_proxy,0.30870967332155336,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,7.0,Good,0.9
57,Development,SA,Commercial Office,Professional Services,9,40798870.76,49066043.15,10276713.62,20439050.06,49066043.15,26819205.61,0.6574,0.5466,18340217.38,1368072.4,19708289.79,0.4072,Mid-Construction,0.4622,22677524.52,24384464.46,2018-10-23,Builder Insolvency,0.0784,0.0713,0.0784,0.5834,0,21,0.492433,2.18,Medium,0.0784,max_contract_vs_cost_of_funds,49066043.15,0.4072,24384464.46,0.0036000000000000034,0.496033,0.496033,1.7214470000000004,0.976,1.6801322720000003,1.6801322720000003,macro_plus_industry,v1.0,baseline,0.8334010512769762,0.048720000000000006,0.8821210512769762,0.08,0.8821210512769762,0.8115513671748181,True,development_stage_presale_lvr_proxy,0.8821210512769762,development,Unknown,Mid-Construction,NotApplicable,Commercial Office,Low,8.0,Good,0.9
58,Development,NSW,Residential Houses/Lots,Construction,26,37614086.8,44755574.59,15006794.1,36141175.06,44755574.59,29496397.99,0.7842,0.6591,27141170.31,1899665.2,29040835.51,0.7721,Near-Complete,0.8931,39970393.05,9093161.06,2018-06-19,Cost Overrun,0.0776,0.0842,0.0842,0.1925,1,14,0.175596,2.68,Medium,0.0842,max_contract_vs_cost_of_funds,44755574.59,0.7721,9093161.06,0.013600000000000003,0.189196,0.189196,1.3175022070020732,1.0135,1.3352884867966013,1.3352884867966013,macro_plus_industry,v1.0,baseline,0.25263124054796976,0.05072,0.30335124054796975,0.187172,0.30335124054796975,0.24657238215212515,True,development_stage_presale_lvr_proxy,0.30335124054796975,development,Unknown,Near-Complete,NotApplicable,Residential Houses/Lots,Medium,9.0,Strong,0.7
59,Development,NSW,Industrial,Manufacturing,9,70940758.58,84637639.46,19290743.59,19454053.83,84637639.46,54350137.49,0.7661,0.6422,32354956.41,2047577.18,34402533.59,0.0039,Early Construction,0.4857,41105674.63,75705396.58,2021-12-06,Cost Overrun,0.0897,0.0654,0.0897,0.6,1,26,1.7552,3.5,Elevated,0.0897,max_contract_vs_cost_of_funds,84637639.46,0.0039,75705396.58,0.03,1.7852000000000001,1.0,1.7041666666666666,1.075,1.8319791666666665,1.8319791666666665,macro_plus_industry,v1.0,baseline,1.8319791666666665,0.054000000000000006,1.8859791666666665,0.05,1.0,0.95,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Industrial,Elevated,4.0,Satisfactory,1.15
60,Development,NSW,Mixed-Use,Construction,73,44685315.02,67883673.78,17983267.08,30297859.58,67883673.78,35563843.56,0.7959,0.5239,25896906.91,1969711.23,27866618.14,0.4606,Mid-Construction,0.8774,59560479.12,23261955.85,2021-03-01,Pre-sale Shortfall,0.0836,0.0763,0.0836,0.5537,0,17,0.557546,2.68,Medium,0.0836,max_contract_vs_cost_of_funds,67883673.78,0.4606,23261955.85,0.013600000000000003,0.571146,0.571146,1.6819335000000002,1.0135,1.7046396022500003,1.7046396022500003,macro_plus_industry,v1.0,baseline,0.9735980902666788,0.05072,1.0243180902666789,0.125288,1.0,0.8747119999999999,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,9.0,Strong,0.7
61,Development,NSW,Residential Apartments,Construction,42,35545094.32,43439457.12,12080550.23,29206855.48,43439457.12,21634351.53,0.6086,0.498,13421607.48,594011.56,14015619.04,0.6962,Mid-Construction,0.7154,31078156.98,10729178.22,2018-04-11,90 DPD,0.0757,0.0602,0.0757,0.3276,1,17,0.0,2.68,Medium,0.0757,max_contract_vs_cost_of_funds,43439457.12,0.6962,10729178.22,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.579058,1.0135,1.6003752830000002,1.6003752830000002,macro_plus_industry,v1.0,baseline,0.021765103848800007,0.05072,0.07248510384880001,0.105848,0.07248510384880001,0.06481270057661223,True,development_stage_presale_lvr_proxy,0.07248510384880001,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
62,Development,VIC,Residential Houses/Lots,Construction,39,50253339.73,58233035.89,16209931.68,20477378.74,58233035.89,37570740.53,0.7476,0.6452,17553165.45,711333.19,18264498.65,0.1693,Early Construction,0.232,13507697.77,38732733.7,2019-10-13,Pre-sale Shortfall,0.0843,0.0644,0.0843,0.6,0,9,0.452622,2.68,Medium,0.0843,max_contract_vs_cost_of_funds,58233035.89,0.1693,38732733.7,0.013600000000000003,0.466222,0.466222,1.6375000000000002,1.0135,1.6596062500000004,1.6596062500000004,macro_plus_industry,v1.0,baseline,0.7737449450875002,0.05072,0.8244649450875002,0.05,0.8244649450875002,0.7832416978331251,True,development_stage_presale_lvr_proxy,0.8244649450875002,development,Unknown,Early Construction,NotApplicable,Residential Houses/Lots,Medium,4.0,Satisfactory,1.15
63,Development,VIC,Commercial Office,Professional Services,4,19325109.24,23369259.32,5406062.29,9370888.47,23369259.32,15058029.67,0.7792,0.6444,11715829.72,874653.21,12590482.93,0.3744,Mid-Construction,0.7819,18271735.1,12133177.01,2018-11-13,Pre-sale Shortfall,0.0934,0.0703,0.0934,0.599,0,15,0.731653,2.18,Medium,0.0934,max_contract_vs_cost_of_funds,23369259.32,0.3744,12133177.01,0.0036000000000000034,0.735253,0.735253,1.702545,0.976,1.66168392,1.66168392,macro_plus_industry,v1.0,baseline,1.2217580872317602,0.048720000000000006,1.2704780872317603,0.11382800000000001,1.0,0.886172,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Mid-Construction,NotApplicable,Commercial Office,Low,8.0,Good,0.9
64,Development,VIC,Industrial,Manufacturing,3,79598390.0,126928335.73,33579725.72,106441574.5,126928335.73,46269332.62,0.5813,0.3645,37839091.66,2861877.5,40700969.16,0.8152,Near-Complete,0.931,118166350.68,14717264.42,2021-07-03,Builder Insolvency,0.0943,0.077,0.0943,0.1614,0,10,0.0,3.5,Elevated,0.0943,max_contract_vs_cost_of_funds,126928335.73,0.8152,14717264.42,0.03,0.03,0.03,1.3189220446753525,1.075,1.4178411980260037,1.4178411980260037,macro_plus_industry,v1.0,baseline,0.04253523594078011,0.054000000000000006,0.09653523594078012,0.19172,0.09653523594078012,0.07802750050621375,True,development_stage_presale_lvr_proxy,0.09653523594078012,development,Unknown,Near-Complete,NotApplicable,Industrial,Elevated,10.0,Strong,0.7
65,Development,NSW,Mixed-Use,Construction,91,38667528.73,59449558.17,16578411.22,21320057.81,59449558.17,23660243.41,0.6119,0.398,12811741.43,1012701.48,13824442.91,0.2024,Early Construction,0.4909,29184739.66,33054905.34,2022-02-27,Builder Insolvency,0.1049,0.0673,0.1049,0.6,1,28,0.134402,2.68,Medium,0.1049,max_contract_vs_cost_of_funds,59449558.17,0.2024,33054905.34,0.013600000000000003,0.148002,0.148002,1.7208333333333334,1.0135,1.7440645833333335,1.7440645833333335,macro_plus_industry,v1.0,baseline,0.2581250464625,0.05072,0.3088450464625,0.05,0.3088450464625,0.293402794139375,True,development_stage_presale_lvr_proxy,0.3088450464625,development,Unknown,Early Construction,NotApplicable,Mixed-Use,Medium,6.0,Satisfactory,1.15
66,Development,WA,Industrial,Manufacturing,3,8437583.65,12132021.72,3060096.46,3395344.74,12132021.72,5444970.2,0.6453,0.4488,2352274.3,90931.59,2443205.89,0.0883,Early Construction,0.3112,3775426.43,8322647.3,2018-10-13,90 DPD,0.0789,0.0625,0.0789,0.6,0,15,0.404565,3.5,Elevated,0.0789,max_contract_vs_cost_of_funds,12132021.72,0.0883,8322647.3,0.03,0.434565,0.434565,1.6375000000000002,1.075,1.7603125000000002,1.7603125000000002,macro_plus_industry,v1.0,baseline,0.7649702015625001,0.054000000000000006,0.8189702015625001,0.05,0.8189702015625001,0.778021691484375,True,development_stage_presale_lvr_proxy,0.8189702015625001,development,Unknown,Early Construction,NotApplicable,Industrial,Elevated,5.0,Satisfactory,1.15
67,Development,NSW,Residential Apartments,Construction,92,27393605.32,43183231.24,9002300.04,9974765.74,43183231.24,18342169.36,0.6696,0.4248,8856500.7,312061.64,9168562.34,0.0635,Early Construction,0.5994,25884590.59,24640430.02,2022-04-29,90 DPD,0.0992,0.0757,0.0992,0.6,0,17,0.363325,2.68,Medium,0.0992,max_contract_vs_cost_of_funds,43183231.24,0.0635,24640430.02,0.013600000000000003,0.376925,0.376925,1.6375000000000002,1.0135,1.6596062500000004,1.6596062500000004,macro_plus_industry,v1.0,baseline,0.6255470857812502,0.05072,0.6762670857812502,0.06192800000000001,0.6762670857812502,0.6343872176929889,True,development_stage_presale_lvr_proxy,0.6762670857812502,development,Unknown,Early Construction,NotApplicable,Residential Apartments,Medium,6.0,Satisfactory,1.15
