loan_id,facility_type,security_type,industry,industry_risk_bucket,drawn_balance,undrawn_amount,ead,ead_base,ead_downturn,gross_receivables_balance,eligible_receivables_balance,ineligible_receivables_pct,debtor_concentration_pct,ageing_over_90d_pct,dilution_pct,collections_control_score,lockbox_sweep_flag,advance_rate,time_to_collect_days,time_to_collect_days_downturn,concentration_band,ageing_band,advance_rate_band,realised_lgd,lgd_base_economic,lgd_downturn,lgd_final_regulatory
249,Revolving Credit,PPSR - Receivables,Health Care,Medium,1102092.55,990883.62,1781251.21,1929760.4947811654,1857215.7658394577,3282319.2964443266,2664072.2001346257,0.1883567808224617,0.539874263573708,0.23393070250008188,0.12762283548591039,0.5215323835062958,0,0.7939047014396274,63.74441035784395,82.2436646497399,40-60%,15-25%,70-80%,0.720865,0.8852428165709973,1.0,1.0
260,Revolving Credit,PPSR - Mixed,Real Estate,Medium,2583194.02,833285.2,3042368.16,2705435.7542746584,2724585.914673535,4283330.771569837,3328446.013521168,0.22293042703743945,0.530853468615121,0.2511928252437828,0.15784326920895633,0.3574855913321272,0,0.819544843992748,102.14981162156684,132.04165169283974,40-60%,25%+,80%+,0.77811,0.9807521894274787,1.0,1.0
261,Term Loan,PPSR - Receivables,Construction,Medium,8721574.61,579345.65,9300920.26,9620619.115514869,9085296.672979958,14259380.102375086,12975794.49517234,0.09001692906614836,0.41687489800545113,0.11302139276910435,0.059535915972358695,0.6360012114446938,1,0.8170767608620724,80.37191602761852,95.22166216372247,40-60%,8-15%,80%+,0.630648,0.7243637851791922,0.788703668601315,0.813703668601315
266,Revolving Credit,PPSR - Mixed,Education & Training,Medium,12451201.84,1303120.49,13366172.94,12451201.84,13128488.078987768,21485249.266015247,15905568.722093118,0.259698199208138,0.3775295289408388,0.20948995558760747,0.1465083389566379,0.26103851720464594,0,0.7716484327677784,93.82782835386467,121.19934503534945,25-40%,15-25%,70-80%,0.63788,0.8246767040211465,0.9738951653360881,1.0
268,Revolving Credit,PPSR - Mixed,Retail Trade,Elevated,4881251.35,1993945.73,6089387.06,5716179.351429977,5438307.830425972,10420526.363442635,8801800.197850712,0.15534015357139247,0.5181476000217511,0.1337308355654955,0.10272094072910265,0.8676388471441036,1,0.7646492272358889,59.19593951822951,70.33766163908327,40-60%,8-15%,70-80%,0.715139,0.8106185072576986,0.8701765757073479,0.8951765757073479
278,Revolving Credit,PPSR - Mixed,Health Care,Medium,8336764.69,1792581.06,9339107.22,8460738.145583909,8354521.491543792,11462165.616104536,10315787.835089836,0.10001406535288761,0.41337667993780547,0.05735725236343156,0.07099797185148027,0.7703311771866185,1,0.8346650307035466,36.726736502277014,43.546150977037705,40-60%,<=8%,80%+,0.870064,0.9361911366179377,0.9922313377594197,1.0
286,Revolving Credit,PPSR - Mixed,Manufacturing,Elevated,6267811.65,1549876.63,7246232.44,6267811.65,6603258.372025606,8703012.662642898,6338153.927117658,0.27172874810078573,0.5734012119604126,0.26824068407532753,0.11729845947963488,0.5363084535057105,0,0.7164056182059186,97.50389449371798,125.71994948134925,40-60%,25%+,70-80%,0.814207,0.99,1.0,1.0
296,Term Loan,PPSR - Receivables,Manufacturing,Elevated,6391348.03,135209.45,6526557.49,6391348.03,6746365.420350683,10687516.073011158,8235365.494605276,0.22944064473486217,0.5860785232889516,0.24007277530553223,0.18488529954497387,0.47399814342996227,0,0.7572656863133397,90.12065750765044,116.68740039047191,40-60%,15-25%,70-80%,0.96576,0.99,1.0,1.0
297,Term Loan,PPSR - Receivables,Accommodation & Food,Medium,13726534.14,915459.36,14641993.5,13726534.14,14471420.173204388,18038780.42274474,13688159.558263158,0.2411815412418885,0.45094565290749444,0.22660170167336427,0.14220469058231314,0.43652704988711116,0,0.7828371823255229,90.36081520680361,116.68982200608853,40-60%,15-25%,70-80%,0.650884,0.8274384991301389,0.961229881480024,0.996229881480024
303,Overdraft,PPSR - Mixed,Accommodation & Food,Medium,5917786.72,2110798.3,7717352.38,7787720.64120042,7270103.959023664,14321249.73130478,11188920.338171355,0.21871899812531548,0.5227186294964195,0.21245507468540276,0.16392024625855497,0.5811851597156744,0,0.7368154965758683,81.86408458375367,105.85956273958071,40-60%,15-25%,70-80%,0.643026,0.8099931123809864,0.9277826963976074,0.9627826963976074
305,Term Loan,PPSR - Receivables,Construction,Medium,10243485.11,530516.19,10774001.3,10243485.11,10811080.394977422,15146680.99749667,11734845.250838108,0.22525302719602033,0.4074865137701278,0.2383901301869117,0.18034561766912166,0.4609545206900425,0,0.731452368942139,80.82864020463096,104.62682674537238,40-60%,15-25%,70-80%,0.763164,0.9355989614918139,1.0,1.0
306,Revolving Credit,PPSR - Receivables,Construction,Medium,721571.24,262579.74,905284.39,913905.234976721,892284.4045347585,1530468.2721147812,1389411.9535920832,0.09216546405616646,0.3765517558275601,0.1171174677557884,0.06800893279623495,0.7154865593439717,1,0.8217822890151558,62.36168876178766,73.92608489091424,25-40%,8-15%,80%+,0.854766,0.9304600186970068,1.0,1.0
307,Revolving Credit,PPSR - Mixed,Construction,Medium,6377863.66,1019504.4,6894738.64,6377863.66,6726763.53145026,8808073.516000275,6937356.568542383,0.21238661826103597,0.43626595088832526,0.22758285602259168,0.1568272703311391,0.40378507960136806,0,0.773663941357884,81.02579362976546,104.72958016940942,40-60%,15-25%,70-80%,0.615128,0.7916529021105229,0.9245474189506381,0.9595474189506381
312,Term Loan,PPSR - Receivables,Mining,Elevated,3113620.26,41192.0,3154812.26,3113620.26,3285155.832901757,4202754.725288411,3145203.240494619,0.2516329298092022,0.415103044080608,0.279312293684573,0.1697333926194934,0.35769000959142766,0,0.7619952778081465,87.53344299565775,113.23139489422735,40-60%,25%+,70-80%,0.548029,0.7528505006559351,0.89435049266259,0.9293504926625901
313,Revolving Credit,PPSR - Receivables,Health Care,Medium,2264959.67,1529048.42,3356863.22,3459271.150992592,3318426.9227441177,6158544.681514577,4826032.732554366,0.2163679924187065,0.5205687284277478,0.18463293931723646,0.15440966750931626,0.6158082937438593,0,0.7797331418336251,61.13434717618819,79.00714312319084,40-60%,15-25%,70-80%,0.666519,0.8162544984275565,0.9223816586325237,0.9573816586325238
318,Revolving Credit,PPSR - Mixed,Transport,Medium,3966687.56,490988.17,4238224.91,3966687.56,4182938.6618090896,5274708.824841396,4064180.3805594784,0.22949673327575895,0.49457091152694027,0.25281459339958334,0.1505599112448465,0.5865819297550438,0,0.7845981854724872,76.88920806626035,99.34430091218466,40-60%,25%+,70-80%,0.479667,0.6441202689878154,0.7399541041091948,0.7749541041091949
320,Term Loan,PPSR - Receivables,Manufacturing,Elevated,9214503.31,1521798.67,10736301.98,9214503.31,9716610.681586292,15440686.561226688,10911092.151319087,0.29335446917768065,0.6841021720460038,0.19748320089553867,0.14969953595284977,0.3543017928792671,0,0.7355090281014498,98.28000036824379,126.97539810723781,60%+,15-25%,70-80%,0.745729,0.9697706715010702,1.0,1.0
324,Term Loan,PPSR - Receivables,Wholesale Trade,Elevated,7290785.35,440285.41,7731070.76,8511699.432928188,8008372.008129408,14232551.055900002,12306004.577093089,0.13536199316905154,0.6174805055575625,0.16227502063918892,0.131529241644125,0.7108735593559072,1,0.793023404263978,57.52344958506543,68.48295176643141,60%+,15-25%,70-80%,0.62452,0.7530677909270457,0.8319936687238768,0.8569936687238768
336,Revolving Credit,PPSR - Mixed,Health Care,Medium,5051864.65,3042136.14,6752051.94,5832369.39021112,5617560.992600576,8674719.152711209,7906976.206913736,0.08850349299867794,0.29264302584844215,0.13115468027837968,0.0845728565849687,0.6959082971387791,1,0.8589383030107891,46.51487060058457,55.202258947119525,25-40%,8-15%,80%+,0.638186,0.7104382344262676,0.7728472159747696,0.7978472159747696
339,Overdraft,PPSR - Receivables,Wholesale Trade,Elevated,2014160.37,587740.76,2538740.08,2214694.1663746145,2128512.9031639127,4062102.4763747174,2998391.0179448617,0.2618622904312302,0.6365621360845615,0.30647529566324255,0.22580980255496733,0.4852223661887134,0,0.7515429547599849,95.13883507550372,123.49637142174149,60%+,25%+,70-80%,0.788232,0.99,1.0,1.0
340,Overdraft,PPSR - Receivables,Information Technology,Medium,9960604.7,1564510.61,11256541.51,9960604.7,10497790.255198665,13894598.627214426,11176944.156220414,0.19559071434212738,0.5136817563858532,0.23639652353972618,0.13103394615745542,0.6818633364424448,1,0.7904986731567574,76.68818248342862,98.96477399274437,40-60%,15-25%,70-80%,0.767247,0.8892932554883355,1.0,1.0
341,Revolving Credit,PPSR - Mixed,Financial Services,Medium,3153393.65,1160638.01,3789553.14,3202734.04608044,3160252.0644844887,4788045.12467334,4043275.678500182,0.15554770825681574,0.2392894173259164,0.1332525795387459,0.07249770930109753,0.7154243507670957,1,0.8078278024859834,70.35976339366583,83.43259453836632,<=25%,8-15%,80%+,0.861112,0.9290783940999705,1.0,1.0
345,Overdraft,PPSR - Mixed,Health Care,Medium,12670869.06,976835.98,13519847.64,12670869.06,13339762.343623694,17447657.528414328,13994658.294748137,0.19790617898378737,0.4707554303525039,0.17610527422826772,0.09299501730123545,0.5276241659287974,0,0.7595134006393734,50.613049879181744,65.16124476128726,40-60%,15-25%,70-80%,0.443751,0.5872160617719357,0.6590368666830789,0.694036866683079
347,Overdraft,PPSR - Mixed,Real Estate,Medium,7838357.86,4407982.22,11301349.79,11723052.565851787,11238266.843081748,20710622.821343902,16852570.48973265,0.1862837426422169,0.45241921139154717,0.23974966434623998,0.11110719111472868,0.5697466748860069,0,0.7549513581566243,71.83794214675002,92.59110290523105,40-60%,15-25%,70-80%,0.674592,0.8272576239053434,0.9412335323660668,0.9762335323660668
350,Overdraft,PPSR - Mixed,Health Care,Medium,1173180.31,918547.36,2081789.63,1439344.059243208,1398163.8443380813,2461443.6796179125,2164265.4174614097,0.12073331785622404,0.3412186364958555,0.07381037093880262,0.07303862597128571,0.6912319004369739,1,0.8113146301024775,48.40351303068147,57.39897146291967,25-40%,<=8%,80%+,0.870617,0.9396983257545245,1.0,1.0
352,Revolving Credit,PPSR - Mixed,Transport,Medium,750484.42,587949.31,1049119.33,974003.0535255419,923585.7806792966,1583260.4812924173,1301594.3841487353,0.17790256276324007,0.4533001389322055,0.24369021813229952,0.1270492924487772,0.6210829121083833,1,0.7950148739546596,87.60379029103989,113.02325153831568,40-60%,15-25%,70-80%,0.694037,0.8211186456401041,0.9351078528608883,0.9701078528608883
355,Term Loan,PPSR - Receivables,Agriculture,Elevated,8004532.29,878125.2,8882657.49,8004532.29,8445054.071190182,11045398.200705731,8537610.960945673,0.2270436243393947,0.6272342671005939,0.32395603763045233,0.16780146226457984,0.381923762083175,0,0.775290652372043,86.45780910851929,111.82661540231281,60%+,25%+,70-80%,0.773531,0.99,1.0,1.0
359,Term Loan,PPSR - Receivables,Accommodation & Food,Medium,4675982.18,735193.19,5411175.37,4722571.9363874635,4683921.179166608,6869523.511469642,5957447.709404751,0.13277133421874907,0.21564890553973254,0.05940505192686692,0.056594164683832805,0.6569215012024714,1,0.8025064293903204,63.641221481811826,75.3847790900757,<=25%,<=8%,80%+,0.78817,0.8456550532128918,0.9075208331192293,0.9325208331192293
363,Revolving Credit,PPSR - Receivables,Professional Services,Medium,2080373.89,304824.09,2282149.02,2080373.89,2082490.4439716663,2606034.926835852,2458995.106545215,0.05642281259413783,0.44825077120116374,0.06852754981521761,0.03391303812967557,0.6580186764246458,1,0.7988086434070636,57.120433581992,67.55708182211454,40-60%,<=8%,70-80%,0.491986,0.5689803407936325,0.608058215489951,0.633058215489951
366,Overdraft,PPSR - Mixed,Agriculture,Elevated,6219192.93,2004852.68,7758095.07,6219192.93,6566437.962773332,10092149.10059053,7591397.850994228,0.24779174630406264,0.7034857786265015,0.30671815649663425,0.19448068091654372,0.4708733187786263,0,0.7266467010233353,88.3012907399976,114.3994837591109,60%+,25%+,70-80%,0.728955,0.9583788446955559,1.0,1.0
367,Revolving Credit,PPSR - Mixed,Utilities,Low,10441494.98,1665062.66,11621590.19,10441494.98,11007621.352152465,13113845.555434344,10940529.530678323,0.16572682784535353,0.38402810481326277,0.1850692448206112,0.1406299999404383,0.7948525385310387,1,0.8154148736912188,73.99651039896193,95.54802365091118,25-40%,15-25%,80%+,0.603011,0.679823570455055,0.7528065786446555,0.7878065786446555
368,Term Loan,PPSR - Receivables,Professional Services,Medium,1372608.43,45886.26,1418494.69,1372608.43,1449156.3012568837,1711100.216868092,1351810.7681515254,0.20997569001200364,0.5998619508825376,0.2753884803786427,0.192272600202611,0.478385935239487,0,0.7525571051459575,86.02843350459388,111.43966773398303,40-60%,25%+,70-80%,0.70436,0.902627426168648,1.0,1.0
369,Revolving Credit,PPSR - Mixed,Wholesale Trade,Elevated,10033522.27,3677068.33,12112633.5,10407179.529555049,10054490.866350813,16580641.558649274,13785229.930935714,0.16859490133874433,0.5641930523085247,0.11782804233110965,0.06966179900587588,0.6261809164696379,1,0.7818501021003215,57.156295704580614,67.76295776206855,40-60%,8-15%,70-80%,0.942322,0.99,1.0,1.0
383,Overdraft,PPSR - Receivables,Real Estate,Medium,8675260.96,1245659.93,9705765.64,9176723.15650349,9144724.186527273,15867434.707790153,12365210.251497483,0.22071774806631128,0.4930597259000068,0.18720531212950733,0.13717235209360312,0.5930948310956434,0,0.7524569844241754,72.4283445621425,93.5030943500892,40-60%,15-25%,70-80%,0.716659,0.8686506896128571,0.982356406032068,1.0
403,Overdraft,PPSR - Mixed,Manufacturing,Elevated,8604633.26,3463139.39,11521077.14,8976732.308047004,8623298.245333306,14624605.19260842,12309309.06201464,0.15831512031271644,0.49355302007025226,0.18212788854499762,0.07230594947830532,0.6134028431015957,0,0.7602741419075293,67.82499238698978,80.42582305447993,40-60%,15-25%,70-80%,0.521717,0.6750637654150807,0.7474111092045478,0.7724111092045478
405,Term Loan,PPSR - Receivables,Wholesale Trade,Elevated,11772066.45,665491.68,12437558.12,11772066.45,12414152.662758779,15771620.125952482,12223458.267026383,0.22497129848363107,0.8943113538179884,0.31735292111562846,0.15144010749496997,0.4275884067459758,0,0.7441806699963313,101.32724499586972,130.92647430466076,60%+,25%+,70-80%,0.955851,0.99,1.0,1.0
407,Term Loan,PPSR - Receivables,Information Technology,Medium,5953190.13,1080557.18,7033747.32,6705288.98573353,6280233.22682965,12406365.343785958,9288744.775156863,0.2512920168186594,0.4264499256810369,0.17562503954228068,0.16452573991423003,0.5219163636523202,0,0.7421118111543858,71.31628502999679,92.22351400339545,40-60%,15-25%,70-80%,0.588129,0.7425408009773649,0.8491669490236021,0.8841669490236022
418,Revolving Credit,PPSR - Mixed,Transport,Medium,9772690.1,4771401.74,13007954.79,12998656.496104077,12124525.413905071,22350383.986025408,17356004.173586987,0.22345834485712457,0.46469990721365934,0.21476048433369826,0.19102721492023406,0.40315296633349884,0,0.7877877611746833,84.08935513425607,108.9194429971066,40-60%,15-25%,70-80%,0.66639,0.8503837716401452,0.9985331812095406,1.0
420,Overdraft,PPSR - Receivables,Health Care,Medium,1642184.54,322268.59,1961726.29,1988548.3932885397,1838613.8657677802,3146416.373277084,2664722.291187179,0.15309292380404405,0.5768662402103842,0.25937042884342293,0.13340754126018042,0.5139131321601471,0,0.774007852257622,85.1626062372196,109.9170426960744,40-60%,25%+,70-80%,0.752001,0.9338817921443254,1.0,1.0
