loan_id,product,cashflow_product,state,industry,annual_revenue,ebitda,ebitda_margin,leverage_ratio,dscr,bureau_score,fcf_margin,revenue_cagr,conduct_classification,years_in_business,pd_estimate,pd_score_band,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_receivables_security,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,industry_recovery_haircut,lgd_industry_adjusted,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,dscr_stress_overlay,conduct_overlay,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
84,Cashflow Lending,Merchant Cash Advance,VIC,Construction,2693875.91,377980.57,0.1403,16.54,1.3779,578,0.1513,-0.0962,Green,16,0.046463,B,Revolving,4616662.73,2348293.94,2268368.79,0.678,3886263.96,Senior Unsecured,0,0.198,2018-01-30,90 DPD,0.0716,0.0529,0.0716,Voluntary Administration,9,0.672661,2.68,Medium,3.3,3.1,0.013600000000000003,0.686261,1.24,1.0135,1.25674,1.25674,macro_plus_industry,v1.0,baseline,0.8624516491399999,0.0385472,0.90099884914,0.0,0.0,0.55,0.90099884914,cashflow_lending,B,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Medium
85,Cashflow Lending,Invoice Finance,NT,Construction,2229937.62,295087.15,0.1323,20.85,2.0071,615,0.1476,0.2763,Red,24,0.029325,B,Revolving,5388730.91,2580806.59,2807924.32,0.6793,4488241.47,Senior Secured,1,0.6356,2021-08-10,Bureau Downgrade,0.0682,0.0704,0.0704,Voluntary Administration,7,0.429412,2.68,Medium,3.3,3.1,0.013600000000000003,0.443012,1.09,1.0135,1.1047150000000001,1.1047150000000001,macro_plus_industry,v1.0,baseline,0.4894020015800001,0.0385472,0.54294920158,0.0,0.015,0.35,0.54294920158,cashflow_lending,B,Invoice Finance,Invoice Finance,NotApplicable,Medium
86,Cashflow Lending,Business Term Loan,QLD,Information Technology,591236.51,85649.39,0.1449,34.07,2.1063,594,0.1248,0.0985,Green,33,0.024487,A,Term,2564436.71,2371900.43,192536.28,1.0,2564436.71,Senior Unsecured,0,0.1713,2020-11-12,90 DPD,0.0832,0.0673,0.0832,Workout,7,0.539827,2.55,Medium,2.0,4.8,0.010999999999999996,0.550827,1.1199999999999999,1.00375,1.1241999999999999,1.1241999999999999,macro_plus_industry,v1.0,baseline,0.6192397133999998,0.034136,0.6533757133999998,0.0,0.0,0.45,0.6533757133999998,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Medium
87,Cashflow Lending,Working Capital Facility,TAS,Real Estate,444715.25,21006.54,0.0472,168.05,1.5685,585,-0.0142,-0.0704,Green,33,0.057071,C,Revolving,2515653.2,2188778.53,326874.67,0.7607,2437431.94,Senior Unsecured,0,0.1122,2022-08-12,Cash Flow Shortfall,0.0845,0.0548,0.0845,Workout,7,0.726949,2.9,Medium,3.8,2.7,0.018,0.744949,1.2,1.03,1.236,1.236,macro_plus_industry,v1.0,baseline,0.920756964,0.041280000000000004,0.9620369639999999,0.0,0.0,0.5,0.9620369639999999,cashflow_lending,C,Working Capital Facility,Working Capital Facility,NotApplicable,Medium
88,Cashflow Lending,Professional Practice Loan,QLD,Retail Trade,2274768.91,211830.03,0.0931,9.65,2.1152,558,0.1497,-0.0638,Green,32,0.022164,A,Term,1854301.43,1736268.77,118032.66,1.0,1854301.43,Senior Unsecured,0,0.1991,2023-03-01,Covenant Breach,0.0749,0.0601,0.0749,Write-off,10,0.611463,3.23,Elevated,3.1,3.2,0.0246,0.6360629999999999,1.07,1.05475,1.1285825,1.1285825,macro_plus_industry,v1.0,baseline,0.7178495706975,0.0359856,0.7538351706975,0.0,0.0,0.45,0.7538351706975,cashflow_lending,A,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
89,Cashflow Lending,Business Term Loan,NSW,Health Care,1361816.16,232662.92,0.1708,3.98,2.2805,627,0.1193,0.1374,Green,20,0.020049,A,Term,487692.49,466875.95,20816.55,1.0,487692.49,Senior Unsecured,0,0.1184,2023-03-05,Covenant Breach,0.0671,0.0781,0.0781,Workout,19,0.552931,2.22,Medium,2.1,4.5,0.004400000000000004,0.5573309999999999,1.1237333333333333,0.979,1.1001349333333332,1.1001349333333332,macro_plus_industry,v1.0,baseline,0.6131393025295998,0.0332384,0.6463777025295998,0.0,0.0,0.45,0.6463777025295998,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Low
90,Cashflow Lending,Trade Finance,SA,Agriculture,1210774.53,143815.38,0.1188,11.97,3.0135,664,-0.0477,-0.0516,Green,33,0.030712,B,Term,1226155.41,1177158.22,48997.19,1.0,1226155.41,Senior Secured,1,0.4417,2022-12-03,Cash Flow Shortfall,0.0694,0.0519,0.0694,Workout,16,0.486135,3.5,Elevated,2.9,3.6,0.03,0.516135,1.09,1.075,1.17175,1.17175,macro_plus_industry,v1.0,baseline,0.6047811862500001,0.04104,0.6458211862500001,0.0,0.0,0.4,0.6458211862500001,cashflow_lending,B,Trade Finance,Trade Finance,NotApplicable,Elevated
91,Cashflow Lending,Trade Finance,QLD,Accommodation & Food,2847750.16,406855.35,0.1429,17.51,2.2435,645,0.0162,-0.1421,Red,1,0.064293,C,Term,4166324.5,4118612.18,47712.32,1.0,4166324.5,Senior Secured,1,0.7364,2022-03-19,Covenant Breach,0.0967,0.0623,0.0967,DOCA,6,0.491719,2.68,Medium,2.7,3.7,0.013600000000000003,0.5053190000000001,1.1,1.0135,1.1148500000000001,1.1148500000000001,macro_plus_industry,v1.0,baseline,0.5633548871500001,0.040576,0.6189308871500002,0.0,0.015,0.4,0.6189308871500002,cashflow_lending,C,Trade Finance,Trade Finance,NotApplicable,Medium
92,Cashflow Lending,Professional Practice Loan,NSW,Health Care,6788896.77,563998.02,0.0831,18.87,1.4985,610,-0.0302,0.0418,Green,20,0.070607,C,Term,5417512.11,4834523.37,582988.74,1.0,5417512.11,Senior Unsecured,0,0.0582,2018-10-14,90 DPD,0.0903,0.0615,0.0903,Workout,19,0.744201,2.22,Medium,2.1,4.5,0.004400000000000004,0.748601,1.1036666666666668,0.979,1.0804896666666668,1.0804896666666668,macro_plus_industry,v1.0,baseline,0.8088556449563333,0.039104,0.8479596449563334,0.0,0.0,0.45,0.8479596449563334,cashflow_lending,C,Professional Practice Loan,Professional Practice Loan,NotApplicable,Low
93,Cashflow Lending,Equipment Finance,QLD,Agriculture,2457024.02,156044.27,0.0635,26.63,2.7696,604,-0.0279,0.0425,Amber,2,0.061515,C,Term,2172107.04,1863246.45,308860.6,1.0,2172107.04,Senior Unsecured,0,0.1971,2024-01-11,90 DPD,0.0858,0.0524,0.0858,Voluntary Administration,8,0.745007,3.5,Elevated,2.9,3.6,0.03,0.775007,1.1,1.075,1.1825,1.1825,macro_plus_industry,v1.0,baseline,0.9164457775000001,0.0432,0.9646457775000001,0.0,0.005,0.45,0.9646457775000001,cashflow_lending,C,Equipment Finance,Equipment Finance,NotApplicable,Elevated
94,Cashflow Lending,Equipment Finance,QLD,Health Care,652087.86,66714.24,0.1023,9.17,2.9494,669,0.055,0.0827,Amber,19,0.031525,B,Term,387363.03,352324.42,35038.61,1.0,387363.03,Senior Unsecured,0,0.0489,2023-10-09,Cash Flow Shortfall,0.0758,0.0593,0.0758,Workout,14,0.595154,2.22,Medium,2.1,4.5,0.004400000000000004,0.5995539999999999,1.09,0.979,1.06711,1.06711,macro_plus_industry,v1.0,baseline,0.6397900689399999,0.0371488,0.6819388689399999,0.0,0.005,0.45,0.6819388689399999,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Low
95,Cashflow Lending,Working Capital Facility,NSW,Agriculture,1621618.71,267331.19,0.1649,10.45,3.0745,666,0.1641,0.2801,Green,21,0.008271,A,Revolving,1770020.62,1543218.65,226801.97,0.6014,1679610.7,Senior Unsecured,0,0.0207,2018-05-05,Cash Flow Shortfall,0.0745,0.0699,0.0745,Write-off,9,0.567776,3.5,Elevated,2.9,3.6,0.03,0.597776,1.17,1.075,1.25775,1.25775,macro_plus_industry,v1.0,baseline,0.7518527639999999,0.03672,0.7885727639999999,0.0,0.0,0.5,0.7885727639999999,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Elevated
96,Cashflow Lending,Professional Practice Loan,NT,Accommodation & Food,15400843.03,819166.99,0.0532,9.89,1.3021,590,0.014,-0.1485,Green,3,0.049809,B,Term,4673414.05,4079071.68,594342.37,1.0,4673414.05,Senior Unsecured,0,0.0968,2019-11-12,90 DPD,0.07,0.0722,0.0722,Voluntary Administration,26,0.688461,2.68,Medium,2.7,3.7,0.013600000000000003,0.702061,1.1190666666666667,1.0135,1.1341740666666666,1.1341740666666666,macro_plus_industry,v1.0,baseline,0.7962593794180667,0.0385472,0.8348065794180667,0.0,0.0,0.45,0.8348065794180667,cashflow_lending,B,Professional Practice Loan,Professional Practice Loan,NotApplicable,Medium
97,Cashflow Lending,Business Term Loan,WA,Retail Trade,1209966.62,180519.38,0.1492,81.98,1.2029,605,0.09,0.1226,Green,29,0.051097,C,Term,7444238.0,6102264.53,1341973.48,1.0,7444238.0,Senior Unsecured,0,0.1947,2019-09-24,90 DPD,0.0855,0.0699,0.0855,Voluntary Administration,24,0.764733,3.23,Elevated,3.1,3.2,0.0246,0.789333,1.1833075384615384,1.05475,1.2480936261923077,1.2480936261923077,macro_plus_industry,v1.0,baseline,0.9851614862432527,0.042336,1.0294394862432528,0.0019419999999999993,0.0,0.45,1.0,cashflow_lending,C,Business Term Loan,Business Term Loan,NotApplicable,Elevated
98,Cashflow Lending,Business Term Loan,VIC,Retail Trade,2912546.22,558507.38,0.1918,13.59,2.4865,676,-0.0433,0.2963,Green,22,0.028255,B,Term,4760119.15,4172144.46,587974.7,1.0,4760119.15,Senior Unsecured,0,0.0804,2021-03-29,Cash Flow Shortfall,0.0658,0.0625,0.0658,Workout,16,0.638699,3.23,Elevated,3.1,3.2,0.0246,0.663299,1.14,1.05475,1.202415,1.202415,macro_plus_industry,v1.0,baseline,0.797560667085,0.0402192,0.837779867085,0.0,0.0,0.45,0.837779867085,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
99,Cashflow Lending,Equipment Finance,QLD,Utilities,1496477.97,307414.45,0.2054,32.03,0.9394,821,0.1329,0.1229,Green,3,0.034543,B,Term,4938154.92,4022978.93,915175.99,1.0,4938154.92,Senior Unsecured,0,0.1534,2021-03-22,Bureau Downgrade,0.0807,0.0738,0.0807,DOCA,26,0.709921,1.9,Low,3.0,3.5,0.0,0.709921,1.1553485743589742,0.955,1.1033578885128204,1.1033578885128204,macro_plus_industry,v1.0,baseline,0.78329693557091,0.036176,0.8266849355709099,0.0072120000000000005,0.0,0.45,0.8266849355709099,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Low
100,Cashflow Lending,Working Capital Facility,QLD,Education & Training,2868675.38,221377.62,0.0772,19.0,0.9047,465,0.1555,-0.0919,Green,14,0.074951,C,Revolving,3136093.81,1816656.33,1319437.48,0.5679,2565943.48,Senior Unsecured,0,0.1322,2018-12-22,90 DPD,0.1029,0.0598,0.1029,Voluntary Administration,28,0.784634,2.3,Medium,1.8,5.0,0.005999999999999997,0.7906340000000001,1.283787076923077,0.9850000000000001,1.264530270769231,1.264530270769231,macro_plus_industry,v1.0,baseline,0.9997806260993602,0.03936,1.0470466260993603,0.007906000000000002,0.0,0.5,1.0,cashflow_lending,C,Working Capital Facility,Working Capital Facility,NotApplicable,Low
101,Cashflow Lending,Equipment Finance,VIC,Mining,18991957.22,2621367.23,0.138,2.14,2.7219,780,0.001,-0.0997,Green,16,0.018516,A,Term,4735028.84,4317257.21,417771.63,1.0,4735028.84,Senior Unsecured,0,0.1049,2023-10-30,Covenant Breach,0.0732,0.0557,0.0732,Workout,21,0.572535,3.5,Elevated,3.5,2.9,0.03,0.602535,1.0807,1.075,1.1617525,1.1617525,macro_plus_industry,v1.0,baseline,0.6999965425875,0.03672,0.7367165425875,0.0,0.0,0.45,0.7367165425875,cashflow_lending,A,Equipment Finance,Equipment Finance,NotApplicable,Elevated
102,Cashflow Lending,Business Term Loan,NSW,Accommodation & Food,5435973.28,244147.68,0.0449,0.73,1.1575,731,0.1712,0.2604,Green,24,0.021612,A,Term,125884.68,103428.93,22455.75,1.0,125884.68,Senior Unsecured,0,0.1717,2024-03-03,Covenant Breach,0.1017,0.0749,0.1017,DOCA,10,0.625174,2.68,Medium,2.7,3.7,0.013600000000000003,0.6387740000000001,1.1347323076923075,1.0135,1.1500511938461537,1.1500511938461537,macro_plus_industry,v1.0,baseline,0.734622801297883,0.0344896,0.7719624012978831,0.0028500000000000014,0.0,0.45,0.7719624012978831,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Medium
103,Cashflow Lending,Business Term Loan,VIC,Retail Trade,2008527.35,315363.76,0.157,12.05,2.0616,645,0.1257,0.2794,Green,21,0.016741,A,Term,3114521.02,2766522.04,347998.99,1.0,3114521.02,Senior Unsecured,0,0.0514,2023-12-22,90 DPD,0.0854,0.0523,0.0854,Workout,26,0.617784,3.23,Elevated,3.1,3.2,0.0246,0.642384,1.1498666666666666,1.05475,1.2128218666666666,1.2128218666666666,macro_plus_industry,v1.0,baseline,0.7790973619967999,0.0359856,0.8150829619967999,0.0,0.0,0.45,0.8150829619967999,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Elevated
104,Cashflow Lending,Invoice Finance,VIC,Professional Services,2890468.59,547832.96,0.1895,0.42,1.3694,462,0.1779,-0.1162,Green,5,0.067061,C,Revolving,167957.61,81837.68,86119.92,0.5955,133121.8,Senior Secured,1,0.4301,2024-01-20,Cash Flow Shortfall,0.0927,0.0681,0.0927,Workout,22,0.586748,2.18,Medium,2.3,4.3,0.0036000000000000034,0.5903480000000001,1.114666666666667,0.9759999999999999,1.0879146666666668,1.0879146666666668,macro_plus_industry,v1.0,baseline,0.6422482476373336,0.038976000000000004,0.6812242476373336,0.0,0.0,0.35,0.6812242476373336,cashflow_lending,C,Invoice Finance,Invoice Finance,NotApplicable,Low
105,Cashflow Lending,Equipment Finance,NSW,Wholesale Trade,10457665.01,912100.01,0.0872,10.12,1.8796,615,-0.0229,0.2924,Amber,6,0.046923,B,Term,7474593.38,6213452.25,1261141.13,1.0,7474593.38,Senior Unsecured,0,0.048,2023-06-07,Bureau Downgrade,0.0793,0.0789,0.0793,Workout,25,0.736721,3.23,Elevated,3.5,2.9,0.0246,0.7613209999999999,1.1154333333333335,1.05475,1.1765033083333336,1.1765033083333336,macro_plus_industry,v1.0,baseline,0.8956966752036418,0.0402192,0.9409158752036418,0.0,0.005,0.45,0.9409158752036418,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Elevated
106,Cashflow Lending,Business Line of Credit,VIC,Education & Training,2047353.95,183198.49,0.0895,63.1,0.9719,571,0.1854,0.2235,Green,13,0.036544,B,Revolving,6441860.79,5445544.79,996316.0,0.5537,5997164.97,Senior Unsecured,0,0.0552,2022-09-11,Covenant Breach,0.0699,0.0645,0.0699,Workout,15,0.71641,2.3,Medium,1.8,5.0,0.005999999999999997,0.72241,1.2260405230769231,0.9850000000000001,1.2076499152307694,1.2076499152307694,macro_plus_industry,v1.0,baseline,0.8724183752618601,0.037392,0.91637237526186,0.006562000000000001,0.0,0.5,0.91637237526186,cashflow_lending,B,Business Line of Credit,Business Line of Credit,NotApplicable,Low
107,Cashflow Lending,Business Term Loan,NT,Retail Trade,3844674.95,683677.44,0.1778,16.13,0.8246,645,0.1573,0.1934,Green,25,0.021927,A,Term,5798172.3,5547623.13,250549.17,1.0,5798172.3,Senior Unsecured,0,0.0383,2020-08-12,Covenant Breach,0.0686,0.077,0.077,Write-off,16,0.670393,3.23,Elevated,3.1,3.2,0.0246,0.694993,1.169149046153846,1.05475,1.2331599564307691,1.2331599564307691,macro_plus_industry,v1.0,baseline,0.8570375375996895,0.0359856,0.9025311375996894,0.009508,0.0,0.45,0.9025311375996894,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Elevated
108,Cashflow Lending,Working Capital Facility,NSW,Construction,7521541.02,731424.22,0.0972,5.3,1.2442,677,-0.0483,-0.0187,Red,33,0.066325,C,Revolving,4098656.26,2965089.53,1133566.74,0.676,3731378.84,Senior Unsecured,0,0.1947,2019-08-25,90 DPD,0.0965,0.054,0.0965,Workout,7,0.804555,2.68,Medium,3.3,3.1,0.013600000000000003,0.8181550000000001,1.2061809230769232,1.0135,1.2224643655384617,1.2224643655384617,macro_plus_industry,v1.0,baseline,1.0001653329871203,0.040576,1.05685733298712,0.0011160000000000015,0.015,0.5,1.0,cashflow_lending,C,Working Capital Facility,Working Capital Facility,NotApplicable,Medium
109,Cashflow Lending,Equipment Finance,VIC,Health Care,4435894.19,311843.35,0.0703,12.04,2.1436,615,0.0635,0.0561,Green,18,0.026569,B,Term,1960314.89,1585527.18,374787.71,1.0,1960314.89,Senior Unsecured,0,0.0624,2023-09-27,90 DPD,0.0692,0.0626,0.0692,Voluntary Administration,29,0.629426,2.22,Medium,2.1,4.5,0.004400000000000004,0.633826,1.1299666666666668,0.979,1.1062373666666667,1.1062373666666667,macro_plus_industry,v1.0,baseline,0.7011620051648667,0.0371488,0.7383108051648667,0.0,0.0,0.45,0.7383108051648667,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Low
110,Cashflow Lending,Working Capital Facility,NSW,Agriculture,1979399.13,79890.09,0.0404,50.94,2.8839,687,-0.0379,0.2119,Green,6,0.022022,A,Revolving,3709410.62,2824319.63,885090.99,0.5535,3314188.38,Senior Unsecured,0,0.0753,2018-04-14,Cash Flow Shortfall,0.0665,0.0528,0.0665,Workout,20,0.589746,3.5,Elevated,2.9,3.6,0.03,0.619746,1.1778,1.075,1.266135,1.266135,macro_plus_industry,v1.0,baseline,0.7846821017100001,0.03672,0.82140210171,0.0,0.0,0.5,0.82140210171,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Elevated
111,Cashflow Lending,Professional Practice Loan,ACT,Agriculture,4328612.81,286699.91,0.0662,21.75,3.0825,606,0.0607,0.2413,Red,31,0.024123,A,Term,3941543.81,3576180.88,365362.92,1.0,3941543.81,Senior Unsecured,0,0.1749,2023-08-09,Covenant Breach,0.1023,0.0722,0.1023,Write-off,18,0.614134,3.5,Elevated,2.9,3.6,0.03,0.644134,1.07,1.075,1.15025,1.15025,macro_plus_industry,v1.0,baseline,0.7409151334999999,0.03672,0.7926351334999999,0.0,0.015,0.45,0.7926351334999999,cashflow_lending,A,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
112,Cashflow Lending,Business Term Loan,VIC,Retail Trade,2897283.61,601091.84,0.2075,15.53,3.4562,742,0.1391,0.2815,Red,6,0.013519,A,Term,5899559.17,5125905.18,773653.99,1.0,5899559.17,Senior Unsecured,0,0.1846,2024-02-07,Covenant Breach,0.0976,0.0775,0.0976,DOCA,18,0.602474,3.23,Elevated,3.1,3.2,0.0246,0.6270739999999999,1.1199999999999999,1.05475,1.18132,1.18132,macro_plus_industry,v1.0,baseline,0.7407750576799998,0.0359856,0.7917606576799998,0.0,0.015,0.45,0.7917606576799998,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Elevated
113,Cashflow Lending,Equipment Finance,NSW,Education & Training,3737406.85,217883.12,0.0583,23.94,1.5908,788,-0.0164,-0.1138,Green,24,0.045002,B,Term,2658684.94,2308397.8,350287.14,1.0,2658684.94,Senior Unsecured,0,0.0622,2022-02-01,Bureau Downgrade,0.1046,0.0713,0.1046,DOCA,11,0.679671,2.3,Medium,1.8,5.0,0.005999999999999997,0.685671,1.09,0.9849999999999999,1.07365,1.07365,macro_plus_industry,v1.0,baseline,0.7361706691500001,0.037392,0.77356266915,0.0,0.0,0.45,0.77356266915,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Low
114,Cashflow Lending,Merchant Cash Advance,NSW,Manufacturing,5494613.0,999431.9,0.1819,7.52,1.4024,600,0.1634,-0.1111,Green,23,0.051892,C,Revolving,7752502.08,3838230.96,3914271.13,0.6975,6568610.57,Senior Unsecured,0,0.1919,2018-07-14,Cash Flow Shortfall,0.0739,0.0575,0.0739,Write-off,12,0.749368,3.5,Elevated,3.2,3.1,0.03,0.7793680000000001,1.25,1.075,1.34375,1.34375,macro_plus_industry,v1.0,baseline,1.04727575,0.0432,1.09047575,0.0,0.0,0.55,1.0,cashflow_lending,C,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Elevated
115,Cashflow Lending,Business Term Loan,NSW,Wholesale Trade,2863028.44,192047.33,0.0671,34.58,1.0588,539,0.1603,0.1338,Green,6,0.055335,C,Term,4199379.55,3777907.54,421472.01,1.0,4199379.55,Senior Unsecured,0,0.1684,2024-04-26,Cash Flow Shortfall,0.0667,0.0632,0.0667,Workout,26,0.784355,3.23,Elevated,3.5,2.9,0.0246,0.808955,1.2062709743589741,1.05475,1.272314310205128,1.272314310205128,macro_plus_industry,v1.0,baseline,1.0292450228119894,0.042336,1.0764050228119892,0.004824000000000002,0.0,0.45,1.0,cashflow_lending,C,Business Term Loan,Business Term Loan,NotApplicable,Elevated
116,Cashflow Lending,Business Term Loan,VIC,Real Estate,1711815.55,276688.92,0.1616,5.12,1.6695,712,0.0041,-0.0849,Green,17,0.052757,C,Term,728584.07,712519.77,16064.3,1.0,728584.07,Senior Unsecured,0,0.0766,2024-04-20,Bureau Downgrade,0.0982,0.0762,0.0982,Voluntary Administration,17,0.70519,2.9,Medium,3.8,2.7,0.018,0.72319,1.15,1.03,1.1844999999999999,1.1844999999999999,macro_plus_industry,v1.0,baseline,0.856618555,0.041280000000000004,0.8978985549999999,0.0,0.0,0.45,0.8978985549999999,cashflow_lending,C,Business Term Loan,Business Term Loan,NotApplicable,Medium
117,Cashflow Lending,Working Capital Facility,NSW,Manufacturing,6102929.25,305530.34,0.0501,4.4,1.7702,529,0.16,0.0927,Amber,2,0.059421,C,Revolving,781156.63,508438.68,272717.95,0.7217,705251.17,Senior Unsecured,0,0.1528,2023-09-13,Covenant Breach,0.0684,0.062,0.0684,Voluntary Administration,21,0.749565,3.5,Elevated,3.2,3.1,0.03,0.7795650000000001,1.212,1.075,1.3029,1.3029,macro_plus_industry,v1.0,baseline,1.0156952385,0.0432,1.0638952384999998,0.0,0.005,0.5,1.0,cashflow_lending,C,Working Capital Facility,Working Capital Facility,NotApplicable,Elevated
118,Cashflow Lending,Equipment Finance,NSW,Retail Trade,4494044.77,690484.01,0.1536,13.82,2.8993,616,0.1487,-0.0324,Green,34,0.021734,A,Term,5023364.75,4300460.75,722904.0,1.0,5023364.75,Senior Unsecured,0,0.0474,2019-07-29,90 DPD,0.0846,0.051,0.0846,DOCA,28,0.603411,3.23,Elevated,3.1,3.2,0.0246,0.628011,1.1056666666666668,1.05475,1.1662019166666668,1.1662019166666668,macro_plus_industry,v1.0,baseline,0.7323876318877501,0.0359856,0.7683732318877501,0.0,0.0,0.45,0.7683732318877501,cashflow_lending,A,Equipment Finance,Equipment Finance,NotApplicable,Elevated
119,Cashflow Lending,Equipment Finance,NSW,Manufacturing,4933875.69,283737.13,0.0575,2.64,2.9411,543,0.1514,0.2098,Amber,30,0.01865,A,Term,744664.18,611730.41,132933.77,1.0,744664.18,Senior Unsecured,0,0.0335,2021-08-12,Voluntary Administration,0.1019,0.0665,0.1019,Write-off,29,0.645303,3.5,Elevated,3.2,3.1,0.03,0.675303,1.1092333333333333,1.075,1.1924258333333333,1.1924258333333333,macro_plus_industry,v1.0,baseline,0.8052487425275,0.03672,0.8469687425275,0.0,0.005,0.45,0.8469687425275,cashflow_lending,A,Equipment Finance,Equipment Finance,NotApplicable,Elevated
120,Cashflow Lending,Business Term Loan,VIC,Real Estate,2979852.29,520620.07,0.1747,8.45,3.0953,729,0.0475,0.0428,Green,22,0.013775,A,Term,2884664.09,2370128.39,514535.7,1.0,2884664.09,Senior Unsecured,0,0.1955,2023-08-16,90 DPD,0.0956,0.0759,0.0956,DOCA,17,0.577957,2.9,Medium,3.8,2.7,0.018,0.5959570000000001,1.1199999999999999,1.03,1.1536,1.1536,macro_plus_industry,v1.0,baseline,0.6874959952,0.035088,0.7225839952,0.0,0.0,0.45,0.7225839952,cashflow_lending,A,Business Term Loan,Business Term Loan,NotApplicable,Medium
121,Cashflow Lending,Merchant Cash Advance,NSW,Financial Services,11549494.99,744899.59,0.0645,5.01,0.9046,706,0.1848,0.2828,Red,14,0.037679,B,Revolving,2669259.67,1452733.01,1216526.66,0.7962,2421359.21,Senior Unsecured,0,0.19,2023-12-16,Covenant Breach,0.1003,0.0535,0.1003,Write-off,17,0.742331,2.45,Medium,2.5,4.0,0.009000000000000005,0.751331,1.2852580923076924,0.9962499999999999,1.2804383744615384,1.2804383744615384,macro_plus_industry,v1.0,baseline,0.9620330443225621,0.037848,1.022789044322562,0.007908000000000002,0.015,0.55,1.0,cashflow_lending,B,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Low
122,Cashflow Lending,Business Line of Credit,VIC,Manufacturing,8103834.73,1162841.17,0.1435,5.91,1.6018,622,0.1157,-0.0169,Green,30,0.02495,A,Revolving,6838747.37,5894827.98,943919.39,0.6277,6487312.98,Senior Unsecured,0,0.1557,2020-02-21,Voluntary Administration,0.0871,0.0551,0.0871,Voluntary Administration,25,0.622904,3.5,Elevated,3.2,3.1,0.03,0.652904,1.1973,1.075,1.2870975,1.2870975,macro_plus_industry,v1.0,baseline,0.8403511061400001,0.03672,0.8770711061400001,0.0,0.0,0.5,0.8770711061400001,cashflow_lending,A,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
123,Cashflow Lending,Business Term Loan,NSW,Arts & Recreation,2424033.87,361079.48,0.149,15.42,1.4742,729,0.0156,0.036,Green,33,0.042925,B,Term,4809901.84,4647810.61,162091.23,1.0,4809901.84,Senior Unsecured,0,0.1298,2020-07-21,Cash Flow Shortfall,0.0689,0.0674,0.0689,DOCA,25,0.686046,3.1,Elevated,2.4,3.3,0.022000000000000002,0.7080460000000001,1.1666,1.045,1.219097,1.219097,macro_plus_industry,v1.0,baseline,0.8631767544620002,0.039824,0.9030007544620001,0.0,0.0,0.45,0.9030007544620001,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
124,Cashflow Lending,Working Capital Facility,VIC,Professional Services,2233309.68,452799.7,0.2027,11.67,2.3369,522,0.1898,0.157,Green,34,0.016562,A,Revolving,3944377.8,2513844.26,1430533.54,0.5289,3270463.23,Senior Unsecured,0,0.1154,2024-05-30,Cash Flow Shortfall,0.0745,0.057,0.0745,Write-off,28,0.590396,2.18,Medium,2.3,4.3,0.0036000000000000034,0.5939960000000001,1.209,0.9760000000000001,1.1799840000000001,1.1799840000000001,macro_plus_industry,v1.0,baseline,0.7009057760640002,0.0331296,0.7340353760640002,0.0,0.0,0.5,0.7340353760640002,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Low
