loan_id,source_product,source_loan_id,product_type,security_type,property_type,property_value,current_lvr,loan_stage,industry,ead,pd_score_band,dscr,conduct_classification,house_price_decline,unemployment_shock,rate_shock,value_decline,cashflow_weakness,recovery_delay,grv_decline,cost_overrun,sell_through_delay,lgd_base,lgd_adj_lvr,lgd_adj_stage,lgd_adj_industry,lgd_adj_pd_band,lgd_adj_dscr,lgd_adj_conduct,lgd_adjusted,downturn_scalar,lgd_downturn,lgd_final
MTG-341,Mortgage,341,property,residential,House,1826415.58,0.626,,,1143341.35,,,,0.07054193700990638,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1216276135441607,0.24675807497971536,0.24675807497971536
MTG-342,Mortgage,342,property,residential,Unit,869245.74,0.4012,,,348773.56,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-343,Mortgage,343,property,residential,House,697692.59,0.6239,,,435307.72,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-344,Mortgage,344,property,residential,Townhouse,1147549.59,0.8877,,,1018645.18,,,,0.0,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.092,0.273,0.273
MTG-345,Mortgage,345,property,residential,House,2556556.57,0.6647,,,1699219.9,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-346,Mortgage,346,property,residential,House,2083964.98,0.5348,,,1114461.95,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-347,Mortgage,347,property,residential,House,839215.28,1.6351,,,1372188.98,,,,0.536124849480312,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-348,Mortgage,348,property,residential,Townhouse,1010821.99,0.5926,,,598984.46,,,,0.10398287435437954,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1356728072288396,0.22713456144576794,0.22713456144576794
MTG-349,Mortgage,349,property,residential,House,708385.42,1.602,,,1134859.58,,,,0.5644379107419975,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-350,Mortgage,350,property,residential,Unit,749236.53,0.2454,,,183889.31,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-351,Mortgage,351,property,residential,House,1300161.1,0.9038,,,1175073.04,,,,0.24303901970561936,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.19407638827636,0.29851909706909,0.29851909706909
MTG-352,Mortgage,352,property,residential,Unit,1175634.99,1.1282,,,1326302.3,,,,0.49185175078616916,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-353,Mortgage,353,property,residential,House,813732.7,1.0349,,,842141.4,,,,0.5118676597732057,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-354,Mortgage,354,property,residential,Unit,2291537.93,0.8819,,,2020873.4,,,,0.0,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.092,0.273,0.273
MTG-355,Mortgage,355,property,residential,House,1880924.18,0.5254,,,988289.49,,,,0.013436834362642798,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0976434704323101,0.21952869408646203,0.21952869408646203
MTG-356,Mortgage,356,property,residential,House,418517.17,0.97,,,405975.9,,,,0.31300597865465,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.223462511034953,0.30586562775873827,0.30586562775873827
MTG-357,Mortgage,357,property,residential,House,1447073.35,0.9218,,,1333854.89,,,,0.3681660078308251,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2466297232889467,0.3116574308222367,0.3116574308222367
MTG-358,Mortgage,358,property,residential,House,595836.8,0.3367,,,200609.62,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-359,Mortgage,359,property,residential,Unit,1108028.7,0.6208,,,687839.68,,,,0.26034281808508697,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.2013439835957367,0.26429567639106205,0.26429567639106205
MTG-360,Mortgage,360,property,residential,House,590916.26,0.5557,,,328375.17,,,,0.09865630115869424,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1334356464866517,0.22668712929733037,0.22668712929733037
MTG-361,Mortgage,361,property,residential,Unit,375614.56,0.8768,,,329336.61,,,,0.0,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.092,0.273,0.273
MTG-362,Mortgage,362,property,residential,House,2224644.03,0.26,,,578376.64,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-363,Mortgage,363,property,residential,House,1457029.35,0.5622,,,819143.63,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-364,Mortgage,364,property,residential,House,1497105.28,0.6697,,,1002674.39,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-365,Mortgage,365,property,residential,House,1372836.29,0.696,,,955432.67,,,,0.1371126619486347,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1495873180184266,0.25290920996405386,0.25290920996405386
MTG-366,Mortgage,366,property,residential,Unit,495558.72,0.6224,,,308433.72,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-367,Mortgage,367,property,residential,House,538188.37,0.6729,,,362156.13,,,,0.12412373863443801,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.144131970226464,0.2517090334498221,0.2517090334498221
MTG-368,Mortgage,368,property,residential,House,1407039.74,0.9233,,,1299064.63,,,,0.09286516698368742,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1310033701331488,0.2827508425332872,0.2827508425332872
MTG-369,Mortgage,369,property,residential,Unit,2276485.35,0.2503,,,569723.35,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-370,Mortgage,370,property,residential,Townhouse,4990650.51,0.2181,,,1088490.93,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-371,Mortgage,371,property,residential,House,10219886.36,0.134,,,1369299.49,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-372,Mortgage,372,property,residential,House,16646073.29,0.0903,,,1502814.47,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-373,Mortgage,373,property,residential,Unit,539346.98,2.1254,,,1146305.11,,,,0.7066948526869028,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-374,Mortgage,374,property,residential,House,1250678.91,0.6998,,,875217.26,,,,0.018576432056259116,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.099802101463629,0.24195646232199838,0.24195646232199838
MTG-375,Mortgage,375,property,residential,House,10255379.05,0.1323,,,1356718.38,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-376,Mortgage,376,property,residential,House,1001659.09,0.5876,,,588570.47,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-377,Mortgage,377,property,residential,Unit,1373498.25,0.4212,,,578464.77,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-378,Mortgage,378,property,residential,Unit,1332933.58,0.8458,,,1127355.98,,,,0.348618581581322,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2384198042641552,0.3096049510660388,0.3096049510660388
MTG-379,Mortgage,379,property,residential,House,1738382.97,0.435,,,756215.59,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-380,Mortgage,380,property,residential,House,3238409.92,0.3542,,,1147009.62,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-381,Mortgage,381,property,residential,House,8763164.94,0.1118,,,979976.93,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-382,Mortgage,382,property,residential,Unit,1975538.6,0.9631,,,1902549.29,,,,0.09947329082902953,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1337787821481926,0.28344469553704815,0.28344469553704815
MTG-383,Mortgage,383,property,residential,House,1838635.64,0.5478,,,1007161.98,,,,0.20774613634423836,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1792533772645801,0.23585067545291605,0.23585067545291605
MTG-384,Mortgage,384,property,residential,House,430846.8,1.3593,,,585665.3,,,,0.6625092817490886,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-385,Mortgage,385,property,residential,Unit,806508.0,0.6237,,,502998.97,,,,0.22118935691505437,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1848995299043228,0.260677896578951,0.260677896578951
MTG-386,Mortgage,386,property,residential,House,638697.13,2.0272,,,1294798.23,,,,0.601244777427189,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-387,Mortgage,387,property,residential,Unit,1184107.65,0.6381,,,755610.39,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-388,Mortgage,388,property,residential,House,5490612.82,0.1608,,,882820.94,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-389,Mortgage,389,property,residential,House,3193500.63,0.436,,,1392241.08,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-390,Mortgage,390,property,residential,House,2324642.28,0.678,,,1576168.71,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-391,Mortgage,391,property,residential,Unit,3628069.83,0.1524,,,553067.6,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-392,Mortgage,392,property,residential,Unit,625777.5,0.845,,,528787.8,,,,0.11706807298596353,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1411685906541047,0.2852921476635262,0.2852921476635262
MTG-393,Mortgage,393,property,residential,Unit,973218.59,1.0365,,,1008715.28,,,,0.2370731124614907,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1915707072338262,0.29789267680845655,0.29789267680845655
MTG-394,Mortgage,394,property,residential,House,605893.7,0.8368,,,506986.18,,,,0.07719380720089057,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.124421399024374,0.2811053497560935,0.2811053497560935
MTG-395,Mortgage,395,property,residential,Unit,1449167.44,0.8391,,,1215934.99,,,,0.3598259860854972,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.243126914155909,0.31078172853897723,0.31078172853897723
MTG-396,Mortgage,396,property,residential,House,1282487.38,0.6699,,,859102.55,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-397,Mortgage,397,property,residential,House,220667.79,2.102,,,463852.03,,,,0.6764821530626687,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-398,Mortgage,398,property,residential,Unit,533196.39,0.4312,,,229906.82,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-399,Mortgage,399,property,residential,House,2262462.56,0.3683,,,833181.55,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-400,Mortgage,400,property,residential,House,2595797.0,0.3102,,,805103.62,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-401,Mortgage,401,property,residential,House,1359940.35,0.4253,,,578447.72,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-402,Mortgage,402,property,residential,House,516963.19,0.8151,,,421374.3,,,,0.0,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.092,0.273,0.273
MTG-403,Mortgage,403,property,residential,House,3113355.99,0.1813,,,564576.57,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-404,Mortgage,404,property,residential,Unit,2299550.3,0.2147,,,493675.45,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-405,Mortgage,405,property,residential,House,1337660.02,0.9291,,,1242848.17,,,,0.25924627769958747,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2008834366338268,0.3002208591584567,0.3002208591584567
MTG-406,Mortgage,406,property,residential,Unit,1584308.86,0.461,,,730297.26,,,,0.0412221516397783,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1093133036887068,0.22186266073774139,0.22186266073774139
MTG-407,Mortgage,407,property,residential,Unit,651020.57,1.594,,,1037734.87,,,,0.42584526752525054,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-408,Mortgage,408,property,residential,House,769570.95,0.6312,,,485755.03,,,,0.059743301942325314,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1170921868157768,0.2457602810994709,0.2457602810994709
MTG-409,Mortgage,409,property,residential,House,2410639.98,0.6419,,,1547325.65,,,,0.025719570408867663,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1028022195717244,0.24261648830577937,0.24261648830577937
MTG-410,Mortgage,410,property,residential,House,1841540.51,0.404,,,744024.74,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-411,Mortgage,411,property,residential,Unit,1080826.17,0.7867,,,850320.93,,,,0.40931669734423737,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.2600000000000002,0.27720000000000006,0.27720000000000006
MTG-412,Mortgage,412,property,residential,House,176584.76,1.5941,,,281493.97,,,,0.7292429150279287,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-413,Mortgage,413,property,residential,Unit,608560.83,1.7936,,,1091498.33,,,,0.5634483231330216,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-414,Mortgage,414,property,residential,House,339983.74,1.0003,,,340086.07,,,,0.16915821560373506,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.163046450553569,0.29076161263839223,0.29076161263839223
MTG-415,Mortgage,415,property,residential,Unit,4716530.19,0.1525,,,719382.4,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-416,Mortgage,416,property,residential,House,2849058.29,0.6414,,,1827472.53,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-417,Mortgage,417,property,residential,House,3803509.74,0.2235,,,850072.46,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-418,Mortgage,418,property,residential,Townhouse,265432.21,1.1979,,,317957.36,,,,0.38818150677771823,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2550362328466418,0.31375905821166045,0.31375905821166045
MTG-419,Mortgage,419,property,residential,Unit,89225.9,2.3643,,,210958.28,,,,0.7858004088056091,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-420,Mortgage,420,property,residential,House,988733.1,0.7393,,,731016.73,,,,0.16504233132509108,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1613177791565383,0.25548991141443844,0.25548991141443844
MTG-421,Mortgage,421,property,residential,Unit,730040.17,0.4939,,,360579.32,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-422,Mortgage,422,property,residential,House,66498.72,3.7776,,,251206.55,,,,0.8338391923719678,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-423,Mortgage,423,property,residential,Unit,1035321.84,1.3321,,,1379163.75,,,,0.4760143823400945,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-424,Mortgage,424,property,residential,Unit,803646.01,0.6573,,,528206.57,,,,0.3983895129574921,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.259323595442147,0.2770511909972723,0.2770511909972723
MTG-425,Mortgage,425,property,residential,House,270294.82,2.0557,,,555633.21,,,,0.7218835039761131,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-426,Mortgage,426,property,residential,House,256776.07,5.8983,,,1514536.58,,,,0.8876341468311513,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-427,Mortgage,427,property,residential,House,906502.46,0.4311,,,390830.1,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-428,Mortgage,428,property,residential,House,2545454.86,0.8404,,,2139318.67,,,,0.0,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.092,0.273,0.273
MTG-429,Mortgage,429,property,residential,Unit,1936192.4,0.3604,,,697719.38,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-430,Mortgage,430,property,residential,House,1383484.17,0.965,,,1335005.05,,,,0.3878572542001946,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2549000467640818,0.31372501169102046,0.31372501169102046
MTG-431,Mortgage,431,property,residential,House,1813380.92,0.6774,,,1228454.59,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-432,Mortgage,432,property,residential,Unit,4394983.69,0.3407,,,1497460.64,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-433,Mortgage,433,property,residential,Townhouse,2795216.5,0.4404,,,1230904.38,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-434,Mortgage,434,property,residential,House,731402.16,0.8238,,,602563.72,,,,0.24603287825047232,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1953338088651984,0.2988334522162996,0.2988334522162996
MTG-435,Mortgage,435,property,residential,House,3182756.86,0.4699,,,1495630.32,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-436,Mortgage,436,property,residential,House,876377.55,0.7133,,,625147.03,,,,0.26192704113498655,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.2020093572766946,0.26444205860087283,0.26444205860087283
MTG-437,Mortgage,437,property,residential,House,1020902.02,0.9388,,,958458.2,,,,0.1339852395205975,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.148273800598651,0.28706845014966276,0.28706845014966276
MTG-438,Mortgage,438,property,residential,Townhouse,2430213.75,0.2902,,,705323.05,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-439,Mortgage,439,property,residential,House,1521978.29,0.8874,,,1350672.05,,,,0.0,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.092,0.273,0.273
MTG-440,Mortgage,440,property,residential,Unit,1191443.87,0.2631,,,313473.49,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-441,Mortgage,441,property,residential,House,1404321.95,0.6237,,,875829.86,,,,0.08838658560957723,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1291223659560226,0.24840692051032495,0.24840692051032495
MTG-442,Mortgage,442,property,residential,Unit,1267529.72,0.6735,,,853740.55,,,,0.16316186938586805,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1605279851420647,0.25531615673125424,0.25531615673125424
MTG-443,Mortgage,443,property,residential,Unit,1336041.71,0.815,,,1088828.31,,,,0.3279768776939502,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.229750288631459,0.30743757215786477,0.30743757215786477
MTG-444,Mortgage,444,property,residential,Unit,1215108.41,1.3276,,,1613220.55,,,,0.43281449187172455,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-445,Mortgage,445,property,residential,House,2140132.58,0.473,,,1012296.96,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-446,Mortgage,446,property,residential,House,1336562.61,0.3971,,,530727.17,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-447,Mortgage,447,property,residential,House,790906.89,0.7037,,,556584.73,,,,0.12854450471441858,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.145988691980056,0.2521175122356123,0.2521175122356123
MTG-448,Mortgage,448,property,residential,Townhouse,589448.54,0.8284,,,488302.7,,,,0.23292959611421168,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1898304303679692,0.2974576075919923,0.2974576075919923
MTG-449,Mortgage,449,property,residential,Unit,403089.58,0.7379,,,297441.57,,,,0.14949651044019488,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1547885343848818,0.254053477564674,0.254053477564674
MTG-450,Mortgage,450,property,residential,Unit,892984.1,1.0226,,,913159.81,,,,0.17793022804833244,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1667306957802996,0.2916826739450749,0.2916826739450749
MTG-451,Mortgage,451,property,residential,Unit,3140986.43,0.2067,,,649329.82,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-452,Mortgage,452,property,residential,Unit,1435806.1,1.0438,,,1498742.54,,,,0.40859722815913074,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-453,Mortgage,453,property,residential,House,1127319.19,0.9123,,,1028489.16,,,,0.2722625229299895,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2063502596305957,0.30158756490764893,0.30158756490764893
MTG-454,Mortgage,454,property,residential,Townhouse,638917.75,1.1386,,,727443.09,,,,0.41738905210427907,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-455,Mortgage,455,property,residential,House,2072231.67,0.6421,,,1330612.13,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-456,Mortgage,456,property,residential,House,717440.59,0.6357,,,456099.54,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
