loan_id,product,state,industry,annual_revenue,ebitda,leverage_ratio,interest_coverage_ratio,years_in_business,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_director_guarantee,security_type,collateral_value,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,discount_rate_proxy_used,discount_rate_source,icr_driver,dscr_driver,industry_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
73,Commercial,QLD,Mining,6337440.12,1339263.17,0.68,40.33,18,Overdraft,548437.75,503876.96,44560.8,0.9636,546817.51,Senior Secured,0,Property,622789.26,1.1389,2021-10-07,90 DPD,0.0791,0.0607,0.0791,Voluntary Administration,21,0.345735,3.5,Elevated,3.5,2.9,0.0791,max_contract_vs_cost_of_funds,,,Mining,0.03,0.37573500000000004,0.37573500000000004,1.1615,1.075,1.2486125,1.2486125,macro_plus_industry,v1.0,baseline,0.4691474176875,0.0324,0.5015474176875,0.15194666666666665,0.5015474176875,0.42533895939461,True,secured_proxy,0.35,0.5015474176875,commercial,Unknown,Property,Property,NotApplicable,Elevated
74,Commercial,QLD,Agriculture,9031572.79,1814377.76,2.25,10.93,19,Revolving Credit,2487883.35,2015488.47,472394.88,0.599,2298430.69,Senior Secured,0,Property,2476714.2,1.0776,2018-12-25,Covenant Breach,0.0597,0.0661,0.0661,Voluntary Administration,14,0.35717,3.5,Elevated,2.9,3.6,0.0661,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.38717,0.38717,1.15,1.075,1.2362499999999998,1.2362499999999998,macro_plus_industry,v1.0,baseline,0.47863891249999996,0.0324,0.5110389125,0.15218666666666664,0.5110389125,0.43326560386966667,True,secured_proxy,0.35,0.5110389125,commercial,Unknown,Property,Property,NotApplicable,Elevated
75,Commercial,QLD,Accommodation & Food,4290561.72,248982.46,52.45,0.8,28,Revolving Credit,6642322.19,4091579.32,2550742.88,0.5237,5427291.77,Senior Secured,1,PPSR - Receivables,2972096.17,0.5476,2020-02-11,90 DPD,0.0808,0.0566,0.0808,Workout,17,0.722502,2.68,Medium,2.7,3.7,0.0808,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.736102,0.736102,1.362864,1.0135,1.381262664,1.381262664,macro_plus_industry,v1.0,baseline,1.0167502094957281,0.030431999999999997,1.0471822094957282,0.09666666666666668,1.0,0.9033333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
76,Commercial,NSW,Arts & Recreation,11611185.54,1931934.72,5.54,4.56,2,Term Loan,6534993.64,6308472.34,226521.3,1.0,6534993.64,Senior Secured,0,Property,7602960.13,1.1634,2020-01-02,90 DPD,0.0737,0.0611,0.0737,Workout,12,0.113939,3.1,Elevated,2.4,3.3,0.0737,max_contract_vs_cost_of_funds,,,Arts & Recreation,0.022000000000000002,0.135939,0.135939,1.15,1.045,1.2017499999999999,1.2017499999999999,macro_plus_industry,v1.0,baseline,0.16336469325,0.03144,0.35,0.16934666666666665,0.19480469325,0.16181516779709,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
77,Commercial,TAS,Accommodation & Food,23986875.45,1946861.46,5.75,5.7,33,Revolving Credit,7509573.16,3945074.61,3564498.55,0.6459,6247223.06,Senior Unsecured,1,PPSR - Receivables,4219009.06,0.6753,2019-06-23,90 DPD,0.0828,0.0484,0.0828,Voluntary Administration,33,0.659022,2.68,Medium,2.7,3.7,0.0828,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.672622,0.672622,1.376892,1.0135,1.3954800420000002,1.3954800420000002,macro_plus_industry,v1.0,baseline,0.9386305768101242,0.030431999999999997,0.9690625768101242,0.03416666666666668,0.9690625768101242,0.9359529387691116,True,secured_proxy,0.45,0.9690625768101242,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
78,Commercial,VIC,Professional Services,2635124.5,607279.56,6.54,2.77,39,Revolving Credit,3301142.92,2307292.07,993850.85,0.6831,2986188.18,Senior Secured,1,PPSR - Receivables,1288744.74,0.4316,2019-06-11,Voluntary Administration,0.0644,0.062,0.0644,Receivership,30,0.801405,2.18,Medium,2.3,4.3,0.0644,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.8050050000000001,0.8050050000000001,1.428,0.976,1.3937279999999999,1.3937279999999999,macro_plus_industry,v1.0,baseline,1.12195800864,0.029232,1.15119000864,0.046666666666666676,1.0,0.9533333333333334,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Low
79,Commercial,SA,Manufacturing,8769599.03,1401157.55,9.33,2.41,9,Term Loan,12862696.35,11554753.24,1307943.11,1.0,12862696.35,Senior Secured,0,PPSR - P&E,13009249.39,1.0114,2022-08-22,Receivership,0.0847,0.0676,0.0847,Receivership,18,0.877525,3.5,Elevated,3.2,3.1,0.0847,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.907525,0.907525,1.2,1.075,1.2899999999999998,1.2899999999999998,macro_plus_industry,v1.0,baseline,1.1707072499999998,0.0324,1.2031072499999997,0.1389466666666667,1.0,0.8610533333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
80,Commercial,NSW,Health Care,15724726.06,3403784.49,6.67,6.5,16,Term Loan,10777513.85,9785653.42,991860.43,1.0,10777513.85,Senior Secured,1,PPSR - Receivables,11656596.27,1.0816,2019-12-31,Voluntary Administration,0.0708,0.0533,0.0708,Workout,13,0.514228,2.22,Medium,2.1,4.5,0.0708,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.518628,0.518628,1.2,0.9789999999999999,1.1747999999999998,1.1747999999999998,macro_plus_industry,v1.0,baseline,0.6092841743999999,0.029328,0.6386121744,0.15298666666666663,0.6386121744,0.540913026545792,True,secured_proxy,0.35,0.6386121744,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Low
81,Commercial,QLD,Transport,3248897.5,477690.9,22.76,0.9,30,Revolving Credit,8838283.94,5934212.03,2904071.91,0.5117,7420134.83,Senior Secured,0,PPSR - Mixed,4058924.38,0.547,2018-01-16,90 DPD,0.0767,0.0609,0.0767,Workout,18,0.753863,2.14,Medium,2.6,3.8,0.0767,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,0.756663,0.756663,1.3630799999999998,0.973,1.3262768399999998,1.3262768399999998,macro_plus_industry,v1.0,baseline,1.00354461258492,0.029136000000000002,1.03268061258492,0.09666666666666668,1.0,0.9033333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
82,Commercial,ACT,Construction,1877605.87,219246.71,100.93,0.28,23,Term Loan,11424558.0,11212213.19,212344.81,1.0,11424558.0,Senior Secured,0,Property,14858606.84,1.3006,2022-09-19,90 DPD,0.066,0.0558,0.066,Receivership,22,0.004674,2.68,Medium,3.3,3.1,0.066,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.018274000000000002,0.018274000000000002,1.1653333333333333,1.0135,1.1810653333333334,1.1810653333333334,macro_plus_industry,v1.0,baseline,0.021582787901333337,0.030431999999999997,0.35,0.18012,0.052014787901333334,0.04264588430454517,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Medium
83,Commercial,NT,Manufacturing,8135533.56,1011727.15,16.7,2.28,29,Term Loan,9216696.19,8987091.92,229604.27,1.0,9216696.19,Senior Secured,0,Property,10988008.51,1.1922,2021-04-17,Covenant Breach,0.0751,0.0609,0.0751,Voluntary Administration,35,0.326939,3.5,Elevated,3.2,3.1,0.0751,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.356939,0.356939,1.2151666666666665,1.075,1.3063041666666664,1.3063041666666664,macro_plus_industry,v1.0,baseline,0.46627090294583323,0.0324,0.4986709029458332,0.10427333333333329,0.4986709029458332,0.44667282565932803,True,secured_proxy,0.35,0.4986709029458332,commercial,Unknown,Property,Property,NotApplicable,Elevated
84,Commercial,NSW,Construction,7032267.4,415257.24,16.84,1.17,13,Revolving Credit,5856546.06,5497607.5,358938.57,0.7049,5750620.99,Senior Secured,1,PPSR - Receivables,4914455.02,0.8546,2024-02-11,90 DPD,0.0748,0.0691,0.0748,Workout,24,0.627917,2.68,Medium,3.3,3.1,0.0748,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.641517,0.641517,1.276344,1.0135,1.293574644,1.293574644,macro_plus_industry,v1.0,baseline,0.829850124894948,0.030431999999999997,0.860282124894948,0.08258666666666667,0.860282124894948,0.7892342918069573,True,secured_proxy,0.35,0.860282124894948,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
85,Commercial,VIC,Manufacturing,2963860.2,476434.36,7.27,2.58,7,Revolving Credit,2994062.63,1633853.35,1360209.28,0.6201,2477372.31,Senior Secured,1,Property,3268060.74,1.3192,2020-03-11,Receivership,0.0758,0.0453,0.0758,Voluntary Administration,32,0.0,3.5,Elevated,3.2,3.1,0.0758,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.03,0.03,1.2036666666666664,1.075,1.2939416666666663,1.2939416666666663,macro_plus_industry,v1.0,baseline,0.03881824999999999,0.0324,0.35,0.14217333333333332,0.07121824999999998,0.061092914003333325,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
86,Commercial,NSW,Construction,7745061.65,805969.45,21.63,1.37,18,Term Loan,14430876.36,12087851.15,2343025.2,1.0,14430876.36,Senior Secured,0,Property,15398258.61,1.067,2023-07-09,Voluntary Administration,0.0808,0.0484,0.0808,Receivership,32,0.265377,2.68,Medium,3.3,3.1,0.0808,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.278977,0.278977,1.2036666666666664,1.0135,1.2199161666666665,1.2199161666666665,macro_plus_industry,v1.0,baseline,0.34032855242816656,0.030431999999999997,0.3707605524281666,0.0917333333333333,0.3707605524281666,0.33674945108542276,True,secured_proxy,0.35,0.3707605524281666,commercial,Unknown,Property,Property,NotApplicable,Medium
87,Commercial,NSW,Manufacturing,6685965.08,1407326.39,10.73,3.14,33,Term Loan,8345696.61,8281261.75,64434.86,1.0,8345696.61,Senior Unsecured,1,PPSR - Receivables,6541764.02,0.7838,2023-08-10,Voluntary Administration,0.0603,0.0523,0.0603,Write-off,27,0.71042,3.5,Elevated,3.2,3.1,0.0603,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.7404200000000001,0.7404200000000001,1.3138319999999999,1.075,1.4123693999999998,1.4123693999999998,macro_plus_industry,v1.0,baseline,1.045746551148,0.0324,1.078146551148,0.05916666666666667,1.0,0.9408333333333333,True,secured_proxy,0.45,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
88,Commercial,VIC,Mining,4437513.75,560747.02,38.66,1.01,39,Term Loan,9052004.32,7795001.15,1257003.17,1.0,9052004.32,Senior Secured,1,GSR Only,3840465.86,0.4243,2018-05-30,Voluntary Administration,0.0624,0.0517,0.0624,Workout,26,0.863145,3.5,Elevated,3.5,2.9,0.0624,max_contract_vs_cost_of_funds,,,Mining,0.03,0.8931450000000001,0.8931450000000001,1.3531666666666664,1.075,1.4546541666666664,1.4546541666666664,macro_plus_industry,v1.0,baseline,1.2992170956874998,0.0324,1.3316170956874998,0.02216666666666667,1.0,0.9778333333333333,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
89,Commercial,NSW,Financial Services,8112999.95,1347080.54,15.25,1.85,39,Overdraft,10567337.38,6104124.09,4463213.3,0.9367,10284742.19,Senior Secured,1,GSR Only,3276980.37,0.3186,2022-07-19,Covenant Breach,0.0645,0.0614,0.0645,Write-off,19,0.925409,2.45,Medium,2.5,4.0,0.0645,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.934409,0.934409,1.3263333333333331,0.99625,1.3213595833333331,1.3213595833333331,macro_plus_industry,v1.0,baseline,1.2346902869029166,0.02988,1.2645702869029165,0.032375,1.0,0.967625,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
90,Commercial,QLD,Wholesale Trade,4043958.28,503767.44,38.94,1.08,29,Term Loan,8840665.31,8265343.77,575321.54,1.0,8840665.31,Senior Secured,1,PPSR - P&E,7200111.83,0.8144,2022-05-20,90 DPD,0.0839,0.0588,0.0839,Voluntary Administration,13,0.747273,3.23,Elevated,3.5,2.9,0.0839,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.7718729999999999,0.7718729999999999,1.266816,1.05475,1.336174176,1.336174176,macro_plus_industry,v1.0,baseline,1.031356769751648,0.031752,1.063108769751648,0.09954666666666667,1.0,0.9004533333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
91,Commercial,WA,Transport,7956752.64,1759442.93,14.17,3.36,13,Term Loan,12403798.89,11493372.99,910425.89,1.0,12403798.89,Senior Unsecured,0,Property,12951461.57,1.0442,2019-09-23,Voluntary Administration,0.0829,0.0668,0.0829,Receivership,25,0.401772,2.14,Medium,2.6,3.8,0.0829,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,0.40457200000000004,0.40457200000000004,1.1768333333333334,0.973,1.1450588333333334,1.1450588333333334,macro_plus_industry,v1.0,baseline,0.4632587423193334,0.029136000000000002,0.4923947423193334,0.11634,0.4923947423193334,0.43510953799790214,True,secured_proxy,0.45,0.4923947423193334,commercial,Unknown,Property,Property,NotApplicable,Low
92,Commercial,SA,Retail Trade,679463.09,62748.16,145.49,0.21,22,Term Loan,5167244.27,4324047.39,843196.88,1.0,5167244.27,Senior Secured,1,GSR Only,2246501.76,0.4348,2018-06-26,Voluntary Administration,0.0742,0.0549,0.0742,Receivership,16,0.867526,3.23,Elevated,3.1,3.2,0.0742,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.892126,0.892126,1.3224999999999998,1.05475,1.3949068749999998,1.3949068749999998,macro_plus_industry,v1.0,baseline,1.2444326907662497,0.031752,1.2761846907662497,0.03383333333333333,1.0,0.9661666666666666,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
93,Commercial,TAS,Accommodation & Food,3513667.55,641724.63,14.23,2.63,6,Revolving Credit,4646637.36,4288697.46,357939.91,0.729,4549620.67,Senior Secured,1,Property,4284644.8,0.9418,2020-02-16,90 DPD,0.0781,0.0664,0.0781,Voluntary Administration,34,0.481862,2.68,Medium,2.7,3.7,0.0781,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.495462,0.495462,1.231412333333333,1.0135,1.2480363998333333,1.2480363998333333,macro_plus_industry,v1.0,baseline,0.6183546107342229,0.030431999999999997,0.648786610734223,0.05835999999999998,0.648786610734223,0.6109234241317737,True,secured_proxy,0.35,0.648786610734223,commercial,Unknown,Property,Property,NotApplicable,Medium
94,Commercial,QLD,Real Estate,5304127.73,411173.49,39.84,0.48,17,Revolving Credit,14173642.71,12431715.46,1741927.26,0.5428,13377317.38,Senior Secured,1,PPSR - Mixed,10561796.91,0.7895,2019-12-03,Voluntary Administration,0.0696,0.0453,0.0696,Receivership,30,0.835521,2.9,Medium,3.8,2.7,0.0696,max_contract_vs_cost_of_funds,,,Real Estate,0.018,0.853521,0.853521,1.32378,1.03,1.3634934,1.3634934,macro_plus_industry,v1.0,baseline,1.1637702502614,0.03096,1.1947302502614001,0.046666666666666676,1.0,0.9533333333333334,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
95,Commercial,NSW,Wholesale Trade,2016342.48,344618.24,35.38,0.8,16,Revolving Credit,7172152.74,6484898.62,687254.12,0.6128,6906018.19,Senior Secured,1,PPSR - Mixed,3460110.33,0.501,2021-05-01,Voluntary Administration,0.078,0.0456,0.078,Voluntary Administration,32,0.944201,3.23,Elevated,3.5,2.9,0.078,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.9688009999999999,0.9688009999999999,1.4356399999999998,1.05475,1.51424129,1.51424129,macro_plus_industry,v1.0,baseline,1.46699847599329,0.031752,1.49875047599329,0.03833333333333334,1.0,0.9616666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
96,Commercial,VIC,Mining,4110728.9,382584.42,29.69,1.16,16,Term Loan,6684756.84,5954628.55,730128.29,1.0,6684756.84,Senior Unsecured,1,PPSR - Mixed,4987797.68,0.7461,2023-04-25,Covenant Breach,0.0826,0.0506,0.0826,Workout,35,0.816353,3.5,Elevated,3.5,2.9,0.0826,max_contract_vs_cost_of_funds,,,Mining,0.03,0.846353,0.846353,1.359404,1.075,1.4613593,1.4613593,macro_plus_industry,v1.0,baseline,1.2368258276329,0.0324,1.2692258276329,0.025833333333333333,1.0,0.9741666666666666,True,secured_proxy,0.45,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
97,Commercial,SA,Transport,3086801.75,339096.8,73.09,0.49,38,Overdraft,12492055.38,8051375.81,4440679.56,0.7798,11514162.7,Senior Secured,0,PPSR - Mixed,9745748.66,0.8464,2018-03-25,Covenant Breach,0.0595,0.0464,0.0595,Workout,26,0.649333,2.14,Medium,2.6,3.8,0.0595,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,0.6521330000000001,0.6521330000000001,1.2872959999999998,0.9730000000000001,1.2525390079999998,1.2525390079999998,macro_plus_industry,v1.0,baseline,0.816822020904064,0.029136000000000002,0.845958020904064,0.07261333333333334,0.845958020904064,0.7845301891461502,True,secured_proxy,0.35,0.845958020904064,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
98,Commercial,NSW,Manufacturing,5203616.7,669528.67,22.19,0.97,10,Revolving Credit,10252221.35,7532652.54,2719568.81,0.6409,9275680.43,Senior Secured,0,Property,9876380.89,1.0648,2023-06-29,Covenant Breach,0.0604,0.0609,0.0609,Workout,17,0.362212,3.5,Elevated,3.2,3.1,0.0609,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.392212,0.392212,1.15,1.075,1.2362499999999998,1.2362499999999998,macro_plus_industry,v1.0,baseline,0.48487208499999995,0.0324,0.517272085,0.14962666666666666,0.517272085,0.4398743871617333,True,secured_proxy,0.35,0.517272085,commercial,Unknown,Property,Property,NotApplicable,Elevated
99,Commercial,VIC,Manufacturing,1770416.13,404715.53,51.63,0.44,34,Revolving Credit,13126829.16,7026458.94,6100370.22,0.7321,11492655.46,Senior Secured,1,PPSR - Mixed,11110194.85,0.9667,2020-12-14,90 DPD,0.0702,0.0647,0.0702,Workout,14,0.630489,3.5,Elevated,3.2,3.1,0.0702,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.660489,0.660489,1.2119879999999998,1.075,1.3028870999999997,1.3028870999999997,macro_plus_industry,v1.0,baseline,0.8605425977918998,0.0324,0.8929425977918998,0.13000666666666666,0.8929425977918998,0.7768541071283009,True,secured_proxy,0.35,0.8929425977918998,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
100,Commercial,QLD,Utilities,1751299.78,340416.5,2.54,7.48,24,Revolving Credit,641964.92,527825.26,114139.66,0.5769,593676.74,Senior Secured,1,Property,762226.28,1.2839,2023-04-20,Voluntary Administration,0.0837,0.055,0.0837,Receivership,28,0.059438,1.9,Low,3.0,3.5,0.0837,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.059438,0.059438,1.1883333333333335,0.9549999999999998,1.1348583333333333,1.1348583333333333,macro_plus_industry,v1.0,baseline,0.06745370961666666,0.02856,0.35,0.15177999999999997,0.09601370961666666,0.081440748771049,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
101,Commercial,NSW,Manufacturing,2042068.34,474760.01,31.14,0.47,19,Term Loan,13874542.91,12323284.86,1551258.05,1.0,13874542.91,Senior Secured,1,PPSR - P&E,10099872.83,0.7279,2021-10-10,Voluntary Administration,0.0642,0.0559,0.0642,Workout,24,0.760022,3.5,Elevated,3.2,3.1,0.0642,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.790022,0.790022,1.3219560000000001,1.075,1.4211027,1.4211027,macro_plus_industry,v1.0,baseline,1.1227023972594001,0.0324,1.1551023972594001,0.07166666666666668,1.0,0.9283333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
102,Commercial,VIC,Financial Services,2236038.07,274399.5,27.13,1.25,28,Revolving Credit,5585766.76,4326691.09,1259075.67,0.627,5116073.77,Senior Secured,1,Property,4779229.91,0.9342,2019-03-14,Covenant Breach,0.0765,0.0547,0.0765,Receivership,16,0.373338,2.45,Medium,2.5,4.0,0.0765,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.382338,0.382338,1.172701,0.99625,1.16830337125,1.16830337125,macro_plus_industry,v1.0,baseline,0.4466867743569825,0.02988,0.4765667743569825,0.12350666666666668,0.4765667743569825,0.41770760061206613,True,secured_proxy,0.35,0.4765667743569825,commercial,Unknown,Property,Property,NotApplicable,Low
103,Commercial,NSW,Education & Training,2010893.31,344726.61,56.34,0.57,19,Revolving Credit,13637306.14,8877938.69,4759367.45,0.6191,11824407.64,Senior Secured,0,PPSR - Mixed,9702248.54,0.8205,2024-04-05,Covenant Breach,0.0556,0.0553,0.0556,Workout,26,0.654245,2.3,Medium,1.8,5.0,0.0556,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.660245,0.660245,1.2966199999999999,0.985,1.2771706999999999,1.2771706999999999,macro_plus_industry,v1.0,baseline,0.8432455688214999,0.029519999999999998,0.8727655688214999,0.06743333333333335,0.8727655688214999,0.8139120772973034,True,secured_proxy,0.35,0.8727655688214999,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
104,Commercial,NSW,Accommodation & Food,4678535.39,856300.03,33.36,0.97,26,Term Loan,12131317.83,10350254.48,1781063.35,1.0,12131317.83,Senior Secured,0,Property,10403028.44,0.8575,2021-05-07,90 DPD,0.0794,0.0524,0.0794,Workout,24,0.425679,2.68,Medium,2.7,3.7,0.0794,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.439279,0.439279,1.2221625,1.0135,1.2386616937500001,1.2386616937500001,macro_plus_industry,v1.0,baseline,0.5441180701688063,0.030431999999999997,0.5745500701688063,0.08316666666666667,0.5745500701688063,0.5267666559997674,True,secured_proxy,0.35,0.5745500701688063,commercial,Unknown,Property,Property,NotApplicable,Medium
105,Commercial,QLD,Real Estate,22331284.94,2858601.18,3.0,12.61,29,Term Loan,3631127.1,3522081.0,109046.1,1.0,3631127.1,Senior Secured,1,PPSR - Receivables,3955809.97,1.0894,2019-10-21,90 DPD,0.0578,0.0517,0.0578,Workout,30,0.546829,2.9,Medium,3.8,2.7,0.0578,max_contract_vs_cost_of_funds,,,Real Estate,0.018,0.564829,0.564829,1.248,1.03,1.2854400000000001,1.2854400000000001,macro_plus_industry,v1.0,baseline,0.7260537897600001,0.03096,0.7570137897600001,0.10454666666666663,0.7570137897600001,0.6778705214198912,True,secured_proxy,0.35,0.7570137897600001,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
106,Commercial,QLD,Real Estate,9924505.7,1375710.89,1.4,14.25,13,Revolving Credit,1615095.46,1179460.2,435635.26,0.7359,1500062.94,Senior Secured,1,PPSR - Mixed,628079.95,0.4187,2021-10-10,Covenant Breach,0.0832,0.0651,0.0832,Workout,12,0.844235,2.9,Medium,3.8,2.7,0.0832,max_contract_vs_cost_of_funds,,,Real Estate,0.018,0.862235,0.862235,1.38,1.03,1.4214,1.4214,macro_plus_industry,v1.0,baseline,1.2255808289999999,0.03096,1.256540829,0.09666666666666668,1.0,0.9033333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
107,Commercial,TAS,Information Technology,1381807.23,130652.2,96.58,0.26,39,Term Loan,6942144.49,5631181.32,1310963.17,1.0,6942144.49,Senior Unsecured,1,PPSR - P&E,7513170.84,1.0823,2023-07-16,Voluntary Administration,0.0732,0.0506,0.0732,Workout,33,0.507208,2.55,Medium,2.0,4.8,0.0732,max_contract_vs_cost_of_funds,,,Information Technology,0.010999999999999996,0.518208,0.518208,1.26,1.00375,1.2647249999999999,1.2647249999999999,macro_plus_industry,v1.0,baseline,0.6553906128,0.030119999999999997,0.6855106128,0.09062666666666666,0.6855106128,0.623385070997312,True,secured_proxy,0.45,0.6855106128,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Medium
108,Commercial,QLD,Manufacturing,13707574.14,1658529.03,0.73,26.11,20,Term Loan,1049370.34,932382.91,116987.43,1.0,1049370.34,Senior Secured,1,Property,1163982.43,1.1092,2021-07-05,Voluntary Administration,0.0849,0.0546,0.0849,Receivership,28,0.157258,3.5,Elevated,3.2,3.1,0.0849,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.187258,0.187258,1.1883333333333335,1.075,1.2774583333333334,1.2774583333333334,macro_plus_industry,v1.0,baseline,0.23921429258333335,0.0324,0.35,0.11683999999999999,0.27161429258333336,0.2398788786378967,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
109,Commercial,NSW,Construction,8507033.74,1061602.3,12.51,1.85,16,Revolving Credit,12123937.84,6365473.12,5758464.73,0.5919,9773895.69,Senior Secured,1,Property,7457841.68,0.763,2020-02-02,Covenant Breach,0.0834,0.0494,0.0834,Voluntary Administration,27,0.435978,2.68,Medium,3.3,3.1,0.0834,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.449578,0.449578,1.266265,1.0135,1.2833595775,1.2833595775,macro_plus_industry,v1.0,baseline,0.5769702321332949,0.030431999999999997,0.6074022321332949,0.05916666666666667,0.6074022321332949,0.571464266732075,True,secured_proxy,0.35,0.6074022321332949,commercial,Unknown,Property,Property,NotApplicable,Medium
110,Commercial,SA,Professional Services,4559966.26,968416.74,15.78,1.77,3,Term Loan,11421293.27,10292398.27,1128895.0,1.0,11421293.27,Senior Secured,0,PPSR - P&E,6727124.62,0.589,2020-02-29,Receivership,0.0722,0.0603,0.0722,Workout,27,0.764138,2.18,Medium,2.3,4.3,0.0722,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.767738,0.767738,1.3839599999999999,0.976,1.3507449599999999,1.3507449599999999,macro_plus_industry,v1.0,baseline,1.0370182341004799,0.029232,1.0662502341004798,0.05916666666666667,1.0,0.9408333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Low
