loan_id,product,state,property_type,occupancy,loan_type,mortgage_class,property_value_orig,original_ltv,original_principal,credit_score,dti,seasoning_months,default_date,property_value_at_default,ead,ltv_at_default,lmi_flag,lmi_eligible,contract_rate_proxy,cost_of_funds_proxy,discount_rate,house_price_decline,unemployment_shock,rate_shock,resolution_type,workout_months,realised_lgd,discount_rate_proxy_used,discount_rate_source,arrears_stage_proxy,proxy_arrears_flag,repayment_behaviour_proxy,proxy_behaviour_flag,borrower_type_proxy,cure_rate_proxy,liquidation_loss_proxy,lgd_cure_proxy,foreclosure_channel_flag,cure_overlay_applied_flag,cure_overlay_source,lgd_base,downturn_scalar,house_price_driver,house_price_source,unemployment_driver,unemployment_source,unemployment_year_bucket,rate_shock_driver,rate_shock_source,macro_downturn_scalar,industry_downturn_adjustment,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,lgd_with_moc,lgd_after_lmi,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band,capital_K,rwa,rwa_after_apra_scalar
71,Mortgage,QLD,House,Owner-Occupier,P&I,Standard,1977015.74,0.6823,1348910.35,742,0.2607,116,2021-07-25,2561895.24,925264.94,0.3612,0,0,0.0362,0.0428,0.0428,0.0,0.03,0.0066,Property Sale,18,0.0,0.0428,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.1302848,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0066,observed_rate_shock,1.1302848,1.0,1.1302848,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,276882.08,304570.29
72,Mortgage,NSW,Unit,Owner-Occupier,P&I,Non-Standard,1466679.6,0.9077,1331378.33,750,0.3329,49,2020-08-13,2450467.95,1171933.62,0.4782,1,1,0.0398,0.0354,0.0398,0.0,0.03,0.0,Cure,3,0.009642,0.0398,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.017855555555555555,0.009642,0,True,mortgage_proxy_two_stage,0.009642,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.01078824096,0.03078824096,0.024630592768000004,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,526045.15,578649.66
73,Mortgage,NSW,House,Owner-Occupier,Interest-Only,Non-Standard,790494.74,0.6447,509610.67,666,0.4805,103,2021-05-17,314977.09,439500.39,1.3953,0,0,0.0548,0.0301,0.0548,0.4,0.03,0.0,Property Sale,15,0.487117,0.0548,max_contract_vs_cost_of_funds,90+,True,weak,True,owner_occupier,0.06434000000000001,0.5206132569523118,0.48711699999999997,1,True,mortgage_proxy_two_stage,0.48711699999999997,1.2916800000000004,0.4,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2916800000000004,1.0,1.2916800000000004,macro_only,v1.0,baseline,0.6291992865600001,0.6491992865600001,0.6491992865600001,0.6491992865600001,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.155416,853819.45,939201.4
74,Mortgage,WA,Unit,Owner-Occupier,Interest-Only,Standard,2237334.67,0.7144,1598344.38,677,0.3372,10,2024-06-21,2462133.62,1586911.23,0.6445,0,0,0.0463,0.0302,0.0463,0.0,0.01,0.0,Property Sale,14,0.0,0.0463,max_contract_vs_cost_of_funds,30-59,True,stable,True,owner_occupier,0.39999999999999997,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0929600000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.0929600000000002,1.0,1.0929600000000002,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,474877.27,522364.99
75,Mortgage,QLD,Unit,Investor,P&I,Non-Standard,2241100.99,0.6017,1348499.71,588,0.4628,114,2018-11-17,786978.67,933343.19,1.186,0,0,0.0425,0.0502,0.0502,0.4,0.01,0.0076,Property Sale,18,0.367269,0.0502,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.10926399999999999,0.4123208223311958,0.367269,1,True,mortgage_proxy_two_stage,0.367269,1.2788928000000002,0.4,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0076,observed_rate_shock,1.2788928000000002,1.0,1.2788928000000002,macro_only,v1.0,baseline,0.4696976797632001,0.4896976797632001,0.4896976797632001,0.4896976797632001,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.117232,1367723.01,1504495.32
76,Mortgage,QLD,Townhouse,Owner-Occupier,P&I,Standard,2221743.61,0.7882,1751209.91,710,0.2439,32,2022-05-22,2236068.41,1605105.45,0.7178,0,0,0.0446,0.0445,0.0446,0.0,0.015,0.0,Cure,3,0.012943,0.0446,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.023968518518518517,0.012943,0,True,mortgage_proxy_two_stage,0.012943,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.014230051920000002,0.034230051920000004,0.034230051920000004,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,480321.82,528354.0
77,Mortgage,QLD,House,Owner-Occupier,P&I,Non-Standard,863411.85,0.9405,812074.68,714,0.4705,92,2020-07-28,1926014.5,616386.62,0.32,1,1,0.0564,0.0311,0.0564,0.0,0.03,0.0,Property Sale,17,0.0,0.0564,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.36554,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.0,0.02,0.016,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,276677.1,304344.8
78,Mortgage,NSW,Townhouse,Investor,P&I,Standard,1320164.59,0.7716,1018601.89,676,0.2829,109,2018-11-12,402848.23,717578.51,1.7813,0,0,0.0537,0.0366,0.0537,0.4,0.01,0.0,Property Sale,17,0.608178,0.0537,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.1,0.6757533333333333,0.608178,1,True,mortgage_proxy_two_stage,0.608178,1.2657600000000002,0.4,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.2657600000000002,1.0,1.2657600000000002,macro_only,v1.0,baseline,0.7698073852800001,0.7898073852800002,0.7898073852800002,0.7898073852800002,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.189078,1695974.66,1865572.13
79,Mortgage,VIC,House,Owner-Occupier,P&I,Standard,2467727.76,0.661,1631208.37,747,0.4371,83,2019-01-12,3275311.68,1270396.58,0.3879,0,0,0.0418,0.0422,0.0422,0.0,0.01,0.0004,Property Sale,8,0.0,0.0422,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.36954799999999993,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0936512,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0004,observed_rate_shock,1.0936512,1.0,1.0936512,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,380161.44,418177.58
80,Mortgage,NSW,House,Investor,P&I,Standard,2009826.82,0.7915,1590813.81,659,0.398,84,2024-03-01,5881914.48,1232221.73,0.2095,0,0,0.0379,0.0481,0.0481,0.0,0.01,0.0101,Property Sale,6,0.0,0.0481,max_contract_vs_cost_of_funds,30-59,True,strong,True,investor,0.41424,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.1104128,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0101,observed_rate_shock,1.1104128,1.0,1.1104128,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,368737.76,405611.53
81,Mortgage,WA,House,Investor,P&I,Non-Standard,408409.96,0.5553,226795.89,713,0.5252,48,2023-09-18,549228.17,199551.5,0.3633,0,0,0.0413,0.029,0.0413,0.0,0.015,0.0,Property Sale,7,0.0,0.0413,max_contract_vs_cost_of_funds,90+,True,strong,True,investor,0.23897599999999997,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.0,0.02,0.02,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,89572.56,98529.82
82,Mortgage,QLD,Townhouse,Owner-Occupier,P&I,Standard,490189.87,0.8999,441120.19,618,0.3356,102,2023-11-22,273170.9,320857.15,1.1746,1,1,0.058,0.0337,0.058,0.4,0.015,0.0,Cure,4,0.018935,0.058,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.16508,0.022678819527619413,0.018935,0,True,mortgage_proxy_two_stage,0.018935,1.2722400000000003,0.4,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.2722400000000003,1.0,1.2722400000000003,macro_only,v1.0,baseline,0.024089864400000004,0.044089864400000005,0.03527189152000001,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,96015.31,105616.84
83,Mortgage,VIC,House,Owner-Occupier,P&I,Standard,1347452.46,0.7264,978773.0,678,0.2232,36,2024-06-09,2341497.47,894752.04,0.3821,0,0,0.0495,0.0494,0.0495,0.0,0.01,0.0,Cure,3,0.010385,0.0495,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.01923148148148148,0.010385,0,True,mortgage_proxy_two_stage,0.010385,1.0929600000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.0929600000000002,1.0,1.0929600000000002,macro_only,v1.0,baseline,0.011350389600000002,0.0313503896,0.0313503896,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,267751.21,294526.33
84,Mortgage,NSW,House,Investor,P&I,Standard,2304823.44,0.7022,1618464.04,669,0.2067,104,2019-05-10,5223665.01,1161291.42,0.2223,0,0,0.0483,0.0282,0.0483,0.0,0.01,0.0,Cure,3,0.015125,0.0483,max_contract_vs_cost_of_funds,30-59,True,strong,True,investor,0.42,0.02607758620689655,0.015125,0,True,mortgage_proxy_two_stage,0.015125,1.0929600000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.0929600000000002,1.0,1.0929600000000002,macro_only,v1.0,baseline,0.01653102,0.03653102,0.03653102,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,347512.13,382263.34
85,Mortgage,NSW,Unit,Investor,Interest-Only,Non-Standard,1508208.87,0.7636,1151727.34,693,0.4894,22,2020-04-23,994370.42,1120298.33,1.1266,0,0,0.0499,0.0328,0.0499,0.3407,0.03,0.0,Property Sale,16,0.354128,0.0499,max_contract_vs_cost_of_funds,90+,True,weak,True,investor,0.05795199999999999,0.3759129046502938,0.354128,1,True,mortgage_proxy_two_stage,0.354128,1.2660624,0.3407,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2660624,1.0,1.2660624,macro_only,v1.0,baseline,0.4483481455872,0.4683481455872,0.4683481455872,0.4683481455872,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.112121,1570114.19,1727125.61
86,Mortgage,VIC,House,Owner-Occupier,P&I,Standard,1420296.89,0.7812,1109468.81,657,0.3837,97,2022-05-07,3646127.87,816104.04,0.2238,0,0,0.0442,0.051,0.051,0.0,0.015,0.0069,Cure,5,0.014801,0.051,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.455956,0.02720552014175324,0.014801,0,True,mortgage_proxy_two_stage,0.014801,1.1113632,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0069,observed_rate_shock,1.1113632,1.0,1.1113632,macro_only,v1.0,baseline,0.0164492867232,0.0364492867232,0.0364492867232,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,244216.09,268637.7
87,Mortgage,QLD,House,Owner-Occupier,P&I,Non-Standard,576768.45,0.5323,307013.34,672,0.4713,88,2021-02-21,400358.18,235406.3,0.588,0,0,0.0552,0.0427,0.0552,0.3059,0.03,0.0,Property Sale,9,0.0,0.0552,max_contract_vs_cost_of_funds,60-89,True,stable,True,owner_occupier,0.30544399999999994,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.2510288,0.3059,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2510288,1.0,1.2510288,macro_only,v1.0,baseline,0.0,0.02,0.02,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,105666.69,116233.35
88,Mortgage,QLD,House,Owner-Occupier,P&I,Standard,1762077.23,0.8072,1422309.53,729,0.282,115,2020-09-19,2652123.62,973378.29,0.367,1,0,0.0481,0.0343,0.0481,0.0,0.03,0.0,Cure,6,0.017846,0.0481,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.033048148148148146,0.017846,0,True,mortgage_proxy_two_stage,0.017846,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.01996753248,0.03996753248,0.03996753248,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,291279.82,320407.8
89,Mortgage,SA,House,Investor,P&I,Standard,2117521.8,0.6089,1289293.92,653,0.3208,59,2020-04-28,4049564.76,1093047.4,0.2699,0,0,0.0379,0.0296,0.0379,0.0,0.03,0.0,Property Sale,7,0.0,0.0379,max_contract_vs_cost_of_funds,30-59,True,strong,True,investor,0.42,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,327090.36,359799.39
90,Mortgage,VIC,House,Owner-Occupier,Interest-Only,Non-Standard,1167903.02,0.8213,959173.85,583,0.2105,67,2021-11-09,898129.87,867442.01,0.9658,1,1,0.0382,0.0287,0.0382,0.231,0.03,0.0,Cure,4,0.014663,0.0382,max_contract_vs_cost_of_funds,60-89,True,stable,True,owner_occupier,0.28684,0.020560603511133545,0.014662999999999999,0,True,mortgage_proxy_two_stage,0.014662999999999999,1.2186720000000002,0.231,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2186720000000002,1.0,1.2186720000000002,macro_only,v1.0,baseline,0.017869387536000002,0.037869387536,0.030295510028800002,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,389368.18,428305.0
91,Mortgage,NSW,House,Investor,P&I,Non-Standard,2017565.48,0.8701,1755565.75,784,0.5365,92,2021-09-27,451148.85,1330919.49,2.9501,1,0,0.0484,0.0339,0.0484,0.4,0.03,0.0,Property Sale,18,0.773618,0.0484,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.07762000000000001,0.838719399813526,0.773618,1,True,mortgage_proxy_two_stage,0.773618,1.2916800000000004,0.4,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2916800000000004,1.0,1.2916800000000004,macro_only,v1.0,baseline,0.9992668982400004,1.0192668982400004,1.0192668982400004,1.0,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.239397,3982726.93,4380999.62
92,Mortgage,QLD,Unit,Owner-Occupier,Interest-Only,Standard,2423624.81,0.8618,2088634.6,762,0.4338,37,2019-01-18,4259414.46,1982835.25,0.4655,1,1,0.0584,0.0492,0.0584,0.0,0.01,0.0,Property Sale,14,0.0,0.0584,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.36994399999999994,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0929600000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.0929600000000002,1.0,1.0929600000000002,macro_only,v1.0,baseline,0.0,0.02,0.016,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,593356.05,652691.66
93,Mortgage,QLD,House,Owner-Occupier,P&I,Non-Standard,788097.89,0.7486,589990.12,602,0.5266,45,2021-01-23,1373873.09,522379.24,0.3802,0,0,0.0427,0.038,0.0427,0.0,0.03,0.0,Cure,6,0.017117,0.0427,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.218808,0.02191138670134871,0.017117,0,True,mortgage_proxy_two_stage,0.017117,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.019151868960000002,0.03915186896,0.03915186896,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,234480.06,257928.06
94,Mortgage,VIC,House,Owner-Occupier,P&I,Standard,1475158.71,0.7341,1082879.27,721,0.2929,18,2021-08-05,1496294.66,1035066.7,0.6918,0,0,0.0567,0.0453,0.0567,0.0,0.03,0.0,Property Sale,7,0.0,0.0567,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,309739.85,340713.83
95,Mortgage,QLD,Unit,Owner-Occupier,Interest-Only,Standard,967346.61,0.5643,545868.06,649,0.414,89,2021-09-14,2277932.88,471899.68,0.2072,0,0,0.0541,0.05,0.0541,0.0,0.03,0.0,Cure,4,0.014466,0.0541,max_contract_vs_cost_of_funds,30-59,True,stable,True,owner_occupier,0.39231999999999995,0.02380529225908373,0.014466,0,True,mortgage_proxy_two_stage,0.014466,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.01618571808,0.03618571808,0.03618571808,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,141214.22,155335.64
96,Mortgage,VIC,House,Owner-Occupier,P&I,Standard,2054637.0,0.8489,1744193.2,695,0.4375,40,2019-05-14,1892707.95,1577245.06,0.8333,1,1,0.0412,0.0378,0.0412,0.0788,0.01,0.0,Property Sale,8,0.087326,0.0412,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.36283999999999994,0.13705505681461483,0.08732599999999999,1,True,mortgage_proxy_two_stage,0.08732599999999999,1.1270016,0.0788,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.1270016,1.0,1.1270016,macro_only,v1.0,baseline,0.09841654172159998,0.11841654172159999,0.09473323337728,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,471984.7,519183.17
97,Mortgage,VIC,Unit,Owner-Occupier,P&I,Standard,1591825.74,0.6221,990329.26,697,0.3111,10,2022-10-27,1633682.83,971167.6,0.5945,0,0,0.0359,0.0326,0.0359,0.0,0.015,0.0,Cure,6,0.012231,0.0359,max_contract_vs_cost_of_funds,30-59,True,stable,True,owner_occupier,0.39999999999999997,0.020384999999999997,0.012231,0,True,mortgage_proxy_two_stage,0.012231,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.013447250640000004,0.03344725064,0.03344725064,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,290618.28,319680.11
98,Mortgage,VIC,House,Owner-Occupier,P&I,Non-Standard,1714352.2,0.7235,1240356.0,665,0.4968,78,2018-03-01,1744498.79,982610.38,0.5633,0,0,0.0375,0.0404,0.0404,0.0,0.01,0.0029,Property Sale,14,0.0,0.0404,max_contract_vs_cost_of_funds,60-89,True,stable,True,owner_occupier,0.30238399999999993,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0979712000000001,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0029,observed_rate_shock,1.0979712000000001,1.0,1.0979712000000001,macro_only,v1.0,baseline,0.0,0.02,0.02,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,441063.74,485170.11
99,Mortgage,NSW,House,Investor,P&I,Non-Standard,2065515.44,0.6279,1296985.36,632,0.5315,34,2020-04-21,1953575.32,1195142.91,0.6118,0,0,0.0532,0.0498,0.0532,0.0542,0.03,0.0,Property Sale,12,0.0,0.0532,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.17822,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.1422944,0.0542,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.1422944,1.0,1.1422944,macro_only,v1.0,baseline,0.0,0.02,0.02,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,536463.09,590109.39
100,Mortgage,NSW,House,Owner-Occupier,Interest-Only,Non-Standard,1201336.52,0.5602,673016.06,638,0.5097,75,2023-01-25,1761142.75,599581.4,0.3405,0,0,0.04,0.0473,0.0473,0.0,0.015,0.0073,Property Sale,18,0.0,0.0473,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.22083599999999998,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.1120543999999999,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0073,observed_rate_shock,1.1120543999999999,1.0,1.1120543999999999,macro_only,v1.0,baseline,0.0,0.02,0.02,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,269133.75,296047.12
101,Mortgage,NSW,House,Owner-Occupier,P&I,Non-Standard,2317443.65,0.7833,1815255.84,625,0.4587,30,2021-08-30,1659786.86,1678374.16,1.0112,0,0,0.0443,0.0296,0.0443,0.2838,0.03,0.0,Property Sale,17,0.195653,0.0443,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.184716,0.23998140525264813,0.195653,1,True,mortgage_proxy_two_stage,0.195653,1.2414816000000002,0.2838,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2414816000000002,1.0,1.2414816000000002,macro_only,v1.0,baseline,0.24289959948480003,0.2628995994848,0.2628995994848,0.2628995994848,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.062937,1320405.89,1452446.48
102,Mortgage,QLD,House,Investor,P&I,Standard,1496012.06,0.5244,784582.65,630,0.2971,100,2019-09-12,1373624.95,574155.9,0.418,0,0,0.0475,0.0446,0.0475,0.0818,0.01,0.0,Cure,6,0.018216,0.0475,max_contract_vs_cost_of_funds,60-89,True,strong,True,investor,0.33999999999999997,0.0276,0.018216,0,True,mortgage_proxy_two_stage,0.018216,1.1282976000000002,0.0818,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.1282976000000002,1.0,1.1282976000000002,macro_only,v1.0,baseline,0.020553069081600005,0.0405530690816,0.0405530690816,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,171814.01,188995.41
103,Mortgage,NSW,House,Investor,P&I,Standard,689602.87,0.8369,577121.99,675,0.2986,27,2022-07-07,782436.99,538048.43,0.6877,1,1,0.0531,0.0417,0.0531,0.0,0.015,0.0,Property Sale,14,0.0,0.0531,max_contract_vs_cost_of_funds,30-59,True,strong,True,investor,0.42,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.0,0.02,0.016,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,161008.99,177109.88
104,Mortgage,VIC,House,Investor,P&I,Non-Standard,1846183.1,0.6429,1186937.07,637,0.5372,71,2021-09-07,6610053.36,959067.06,0.1451,0,0,0.0378,0.0498,0.0498,0.0,0.03,0.0119,Cure,6,0.016734,0.0498,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.17753599999999997,0.0203461792856587,0.016734,0,True,mortgage_proxy_two_stage,0.016734,1.1394432,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0119,observed_rate_shock,1.1394432,1.0,1.1394432,macro_only,v1.0,baseline,0.0190674425088,0.039067442508799996,0.039067442508799996,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,430495.86,473545.45
105,Mortgage,SA,House,Investor,P&I,Standard,2055511.9,0.5001,1027880.54,720,0.2036,50,2023-03-04,1206101.09,901641.71,0.7476,0,0,0.0452,0.0309,0.0452,0.4,0.015,0.0,Property Sale,12,0.0,0.0452,max_contract_vs_cost_of_funds,30-59,True,strong,True,investor,0.42,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.2722400000000003,0.4,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.2722400000000003,1.0,1.2722400000000003,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,269812.92,296794.21
106,Mortgage,NSW,House,Owner-Occupier,P&I,Non-Standard,1031037.61,0.73,752665.82,769,0.4506,74,2022-10-10,1680725.19,608300.28,0.3619,0,0,0.0471,0.0408,0.0471,0.0,0.015,0.0,Cure,3,0.01377,0.0471,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.3679279999999999,0.021785492791960407,0.01377,0,True,mortgage_proxy_two_stage,0.01377,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.015139288800000001,0.0351392888,0.0351392888,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,273047.38,300352.12
